ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
wai-5-1-1,wai-5-1,moro,5-1,false,expert,,,,
tri-5-1-1,tri-5-1,mərə,5-1,false,expert,,,,
pem-5-1-1,pem-5-1,mərə,5-1,false,expert,,,,
map-5-1-1,map-5-1,mərɨ,5-1,false,expert,,,,
mak-5-1-1,mak-5-1,mərə,5-1,false,expert,,,,
mac-5-1-1,mac-5-1,mɨrɨrɨ,5-1,false,expert,,,,
kui-5-1-1,kui-5-1,eɣe,5-1,false,expert,,,,
kax-5-1-1,kax-5-1,moro,5-1,false,expert,,,,
kar-5-1-1,kar-5-1,moro,5-1,false,expert,,,,
ing-5-1-1,ing-5-1,mərə,5-1,false,expert,,,,
hix-5-1-1,hix-5-1,moro,5-1,false,expert,,,,
car-5-1-1,car-5-1,mərə,5-1,false,expert,,,,
bak-5-1-1,bak-5-1,mərə,5-1,false,expert,,,,
ara-5-1-1,ara-5-1,moro,5-1,false,expert,,,,
apa-5-1-1,apa-5-1,moro,5-1,false,expert,,,,
aku-5-1-1,aku-5-1,mərə,5-1,false,expert,,,,
yab-5-1-1,yab-5-1,menni,5-2,false,expert,,,,
pan-5-1-1,pan-5-1,mən,5-2,false,expert,,,,
pan-5-2-1,pan-5-2,əməh,5-2,false,expert,,,,
ikp-5-1-1,ikp-5-1,mun,5-2,false,expert,,,,
yuk-5-1-1,yuk-5-1,ake,5-3,false,expert,,,,
yab-7-1-1,yab-7-1,atti,7-1,false,expert,,,,
way-7-1-1,way-7-1,ətɨ,7-1,false,expert,,,,
wai-7-1-1,wai-7-1,aht͡ʃe,7-1,false,expert,,,,
tri-7-1-1,tri-7-1,atɨ,7-1,false,expert,,,,
pem-7-1-1,pem-7-1,ək,7-1,false,expert,,,,
map-7-1-1,map-7-1,ətɨna,7-1,false,expert,,,,
mac-7-1-1,mac-7-1,ɨʔ,7-1,false,expert,,,,
kui-7-1-1,kui-7-1,tɨ,7-1,false,expert,,,,
kar-7-1-1,kar-7-1,otɨ,7-1,false,expert,,,,
ikp-7-1-1,ikp-7-1,arɨ,7-1,false,expert,,,,
car-7-1-1,car-7-1,ətɨ,7-1,false,expert,,,,
bak-7-1-1,bak-7-1,ədɨ,7-1,false,expert,,,,
ara-7-1-1,ara-7-1,odɨ,7-1,false,expert,,,,
apa-7-1-1,apa-7-1,otɨ,7-1,false,expert,,,,
aku-7-1-1,aku-7-1,ətɨ,7-1,false,expert,,,,
yuk-7-1-1,yuk-7-1,nop,7-2,false,expert,,,,
pan-7-1-1,pan-7-1,nəhpa,7-2,false,expert,,,,
hix-7-1-1,hix-7-1,etenɨ,7-2,false,expert,,,,
mak-7-1-1,mak-7-1,aneʔkəəmɨ,7-3,false,expert,,,,
wmr-7-1-1,wmr-7-1,apia,7-4,false,expert,,,,
kax-7-1-1,kax-7-1,timo,7-5,false,expert,,,,
ing-7-1-1,ing-7-1,əʔrə,7-6,false,expert,,,,
tam-7-1-1,tam-7-1,t͡ʃon,7-7,false,expert,,,,
yuk-6-1-1,yuk-6-1,no,6-1,false,expert,,,,
yab-6-1-1,yab-6-1,ahnikkə,6-1,false,expert,,,,
way-6-1-1,way-6-1,ənɨkɨ,6-1,false,expert,,,,
wai-6-1-1,wai-6-1,onoke,6-1,false,expert,,,,
tri-6-1-1,tri-6-1,akɨ,6-1,false,expert,,,,
tam-6-1-1,tam-6-1,anek,6-1,false,expert,,,,
pem-6-1-1,pem-6-1,anɨk,6-1,false,expert,,,,
pan-6-1-1,pan-6-1,nək,6-1,false,expert,,,,
map-6-1-1,map-6-1,nekena,6-1,false,expert,,,,
mak-6-1-1,mak-6-1,ənəkɨ,6-1,false,expert,,,,
mac-6-1-1,mac-6-1,anɨʔ,6-1,false,expert,,,,
kax-6-1-1,kax-6-1,nak,6-1,false,expert,,,,
kar-6-1-1,kar-6-1,nokɨ,6-1,false,expert,,,,
ing-6-1-1,ing-6-1,ənɨʔ,6-1,false,expert,,,,
ikp-6-1-1,ikp-6-1,onok,6-1,false,expert,,,,
hix-6-1-1,hix-6-1,onokɨ,6-1,false,expert,,,,
car-6-1-1,car-6-1,ənəkɨ,6-1,false,expert,,,,
bak-6-1-1,bak-6-1,ə̃gɨ,6-1,false,expert,,,,
ara-6-1-1,ara-6-1,nok,6-1,false,expert,,,,
apa-6-1-1,apa-6-1,onokɨ,6-1,false,expert,,,,
aku-6-1-1,aku-6-1,əkɨ,6-1,false,expert,,,,
wmr-6-1-1,wmr-6-1,bɨpa,6-2,false,expert,,,,
kui-6-1-1,kui-6-1,tɨ,6-3,false,expert,,,,
yuk-8-1-1,yuk-8-1,pra,8-1,false,expert,,,,
yab-8-1-1,yab-8-1,pɨra,8-1,false,expert,,,,
wmr-8-1-1,wmr-8-1,ha,8-1,false,expert,,,,
way-8-1-1,way-8-1,ra,8-1,false,expert,,,,
wai-8-1-1,wai-8-1,ɸɨra,8-1,false,expert,,,,
wai-8-2-1,wai-8-2,hra,8-1,false,expert,,,,
tam-8-1-1,tam-8-1,ipura,8-1,false,expert,,,,
pem-8-1-1,pem-8-1,pɨra,8-1,false,expert,,,,
map-8-1-1,map-8-1,ʔra,8-1,false,expert,,,,
mak-8-1-1,mak-8-1,ʔra,8-1,false,expert,,,,
mac-8-1-1,mac-8-1,pra,8-1,false,expert,,,,
kui-8-1-1,kui-8-1,la,8-1,false,expert,,,,
kax-8-1-1,kax-8-1,pɨra,8-1,false,expert,,,,
kax-8-2-1,kax-8-2,hɨra,8-1,false,expert,,,,
kar-8-1-1,kar-8-1,ʔpa,8-1,false,expert,,,,
ing-8-1-1,ing-8-1,pɨra,8-1,false,expert,,,,
ikp-8-1-1,ikp-8-1,pra,8-1,false,expert,,,,
ikp-8-2-1,ikp-8-2,wa,8-1,false,expert,,,,
hix-8-1-1,hix-8-1,pɨra,8-1,false,expert,,,,
hix-8-2-1,hix-8-2,hɨra,8-1,false,expert,,,,
car-8-1-1,car-8-1,ha,8-1,false,expert,,,,
bak-8-1-1,bak-8-1,pa,8-1,false,expert,,,,
bak-8-2-1,bak-8-2,pa,8-1,false,expert,,,,
bak-8-3-1,bak-8-3,pɨra,8-1,false,expert,,,,
ara-8-1-1,ara-8-1,pɨra,8-1,false,expert,,,,
ara-8-2-1,ara-8-2,pra,8-1,false,expert,,,,
apa-8-1-1,apa-8-1,pɨra,8-1,false,expert,,,,
apa-8-2-1,apa-8-2,ra,8-1,false,expert,,,,
tri-8-1-1,tri-8-1,sewa,8-2,false,expert,,,,
aku-8-1-1,aku-8-1,t͡ʃewa,8-2,false,expert,,,,
pan-8-1-1,pan-8-1,ʔka,8-3,false,expert,,,,
way-9-1-1,way-9-1,əmerə,9-1,false,expert,,,,
tri-9-1-1,tri-9-1,ameraarə,9-1,false,expert,,,,
mak-9-1-1,mak-9-1,tamerə,9-1,false,expert,,,,
hix-9-1-1,hix-9-1,omeroro,9-1,false,expert,,,,
apa-9-1-1,apa-9-1,emero,9-1,false,expert,,,,
yuk-9-1-1,yuk-9-1,tuwara,9-2,false,expert,,,,
bak-9-1-1,bak-9-1,idənərə,9-3,false,expert,,,,
kui-9-1-1,kui-9-1,tatute,9-4,false,expert,,,,
car-9-1-1,car-9-1,tɨjahoro,9-5,false,expert,,,,
pem-9-1-1,pem-9-1,tuʔkarə,9-6,false,expert,,,,
mac-9-1-1,mac-9-1,tamɨʔnawɨrɨ,9-7,false,expert,,,,
pan-9-1-1,pan-9-1,atawən,9-8,false,expert,,,,
ikp-9-1-1,ikp-9-1,ompan,9-9,false,expert,,,,
ara-9-1-1,ara-9-1,tompan,9-9,false,expert,,,,
kar-9-1-1,kar-9-1,paʔporo,9-11,false,expert,,,,
wmr-9-1-1,wmr-9-1,jeʔʃeme,9-12,false,expert,,,,
wai-9-1-1,wai-9-1,ahnoro,9-13,false,expert,,,,
aka-9-1-1,aka-9-1,tanporo,9-14,false,expert,,,,
yab-9-1-1,yab-9-1,sukasere,9-15,false,expert,,,,
map-9-1-1,map-9-1,oiʔpətəərɨ,9-16,false,expert,,,,
kax-9-1-1,kax-9-1,tarahkoro,9-17,false,expert,,,,
tam-9-1-1,tam-9-1,temt͡ʃare,9-18,false,expert,,,,
pem-10-1-1,pem-10-1,tuʔke,10-1,false,expert,,,,
mac-10-1-1,mac-10-1,tuʔke,10-1,false,expert,,,,
ing-10-1-1,ing-10-1,tuʔke,10-1,false,expert,,,,
apa-10-1-1,apa-10-1,tuʔke,10-1,false,expert,,,,
mak-10-1-1,mak-10-1,oohe,10-2,false,expert,,,,
wmr-10-1-1,wmr-10-1,waha,10-3,false,expert,,,,
way-10-1-1,way-10-1,kore,10-4,false,expert,,,,
pan-10-1-1,pan-10-1,kura,10-4,false,expert,,,,
pan-10-2-1,pan-10-2,kure,10-4,false,expert,,,,
yuk-10-1-1,yuk-10-1,ape,10-5,false,expert,,,,
map-10-1-1,map-10-1,əəpe,10-5,false,expert,,,,
tri-10-1-1,tri-10-1,ijeta,10-6,false,expert,,,,
bak-10-1-1,bak-10-1,tõẽzepa,10-7,false,expert,,,,
kui-10-1-1,kui-10-1,kakɨŋi,10-8,false,expert,,,,
ikp-10-1-1,ikp-10-1,itɨn,10-9,false,expert,,,,
wai-10-1-1,wai-10-1,merʲɸora,10-10,false,expert,,,,
hix-10-1-1,hix-10-1,theɲehra,10-11,false,expert,,,,
kar-10-1-1,kar-10-1,pɨime,10-12,false,expert,,,,
ara-10-1-1,ara-10-1,taje,10-13,false,expert,,,,
kax-10-1-1,kax-10-1,immo,10-14,false,expert,,,,
car-10-1-1,car-10-1,isanumake,10-15,false,expert,,,,
yab-10-1-1,yab-10-1,juumpe,10-16,false,expert,,,,
tam-10-1-1,tam-10-1,tane,10-17,false,expert,,,,
wai-11-1-1,wai-11-1,t͡ʃewɲe,11-1,false,expert,,,,
tri-11-1-1,tri-11-1,təinken,11-1,false,expert,,,,
tam-11-1-1,tam-11-1,tewini,11-1,false,expert,,,,
pem-11-1-1,pem-11-1,təukin,11-1,false,expert,,,,
mac-11-1-1,mac-11-1,tiwin,11-1,false,expert,,,,
kax-11-1-1,kax-11-1,tuwinarɨ,11-1,false,expert,,,,
kar-11-1-1,kar-11-1,oʔwin,11-1,false,expert,,,,
ing-11-1-1,ing-11-1,tewin,11-1,false,expert,,,,
hix-11-1-1,hix-11-1,toweɲʃa,11-1,false,expert,,,,
car-11-1-1,car-11-1,teɲi,11-1,false,expert,,,,
apa-11-1-1,apa-11-1,toiro,11-1,false,expert,,,,
aku-11-1-1,aku-11-1,təinərə,11-1,false,expert,,,,
ikp-11-1-1,ikp-11-1,nane,11-2,false,expert,,,,
ara-11-1-1,ara-11-1,anane,11-2,false,expert,,,,
way-11-1-1,way-11-1,pəkənatpə,11-3,false,expert,,,,
mak-11-1-1,mak-11-1,tooni,11-3,false,expert,,,,
pan-11-1-1,pan-11-1,titjasa,11-4,false,expert,,,,
kui-11-1-1,kui-11-1,aetsi,11-5,false,expert,,,,
bak-11-1-1,bak-11-1,tokalə,11-6,false,expert,,,,
yab-11-1-1,yab-11-1,enihpotonore,11-7,false,expert,,,,
yuk-11-1-1,yuk-11-1,kuma,11-8,false,expert,,,,
map-11-1-1,map-11-1,təhkenarɨ,11-9,false,expert,,,,
wmr-11-1-1,wmr-11-1,awɨniheʔ,11-10,false,expert,,,,
yab-12-1-1,yab-12-1,asakəma,12-1,false,expert,,,,
way-12-1-1,way-12-1,hakəne,12-1,false,expert,,,,
wai-12-1-1,wai-12-1,asakɨ,12-1,false,expert,,,,
tri-12-1-1,tri-12-1,əəkənə,12-1,false,expert,,,,
tam-12-1-1,tam-12-1,aʔt͡ʃake,12-1,false,expert,,,,
pem-12-1-1,pem-12-1,sakɨʔne,12-1,false,expert,,,,
pan-12-1-1,pan-12-1,asak,12-1,false,expert,,,,
map-12-1-1,map-12-1,sakenarɨ,12-1,false,expert,,,,
mak-12-1-1,mak-12-1,aakə,12-1,false,expert,,,,
mac-12-1-1,mac-12-1,asaakɨne,12-1,false,expert,,,,
kui-12-1-1,kui-12-1,takeko,12-1,false,expert,,,,
kax-12-1-1,kax-12-1,asakɨ,12-1,false,expert,,,,
kar-12-1-1,kar-12-1,oko,12-1,false,expert,,,,
ing-12-1-1,ing-12-1,asaʔrɨ,12-1,false,expert,,,,
ikp-12-1-1,ikp-12-1,arak,12-1,false,expert,,,,
hix-12-1-1,hix-12-1,asako,12-1,false,expert,,,,
car-12-1-1,car-12-1,səkənərə,12-1,false,expert,,,,
bak-12-1-1,bak-12-1,azagə,12-1,false,expert,,,,
ara-12-1-1,ara-12-1,adak,12-1,false,expert,,,,
apa-12-1-1,apa-12-1,asakoro,12-1,false,expert,,,,
yuk-12-1-1,yuk-12-1,kosa,12-2,false,expert,,,,
wmr-12-1-1,wmr-12-1,tɨpɨtɨna,12-3,false,expert,,,,
aku-12-1-1,aku-12-1,əekənə,12-1,false,expert,,,,
tri-13-1-1,tri-13-1,mono me,13-1,false,expert,,,,
car-13-1-1,car-13-1,mono,13-1,false,expert,,,,
aku-13-1-1,aku-13-1,mono me,13-1,false,expert,,,,
wai-13-1-1,wai-13-1,ɸorʲ,13-2,false,expert,,,,
hix-13-1-1,hix-13-1,horʲme,13-2,false,expert,,,,
kui-13-1-1,kui-13-1,t͡sekeɣɨ,13-3,false,expert,,,,
ing-13-1-1,ing-13-1,eke,13-3,false,expert,,,,
yab-13-1-1,yab-13-1,tapotoi,13-4,false,expert,,,,
mak-13-1-1,mak-13-1,ahoʔho,13-4,false,expert,,,,
kar-13-1-1,kar-13-1,poto,13-4,false,expert,,,,
yuk-13-1-1,yuk-13-1,ʃape,13-5,false,expert,,,,
bak-13-1-1,bak-13-1,iməsedo,13-6,false,expert,,,,
pem-13-1-1,pem-13-1,tanno,13-7,false,expert,,,,
mac-13-1-1,mac-13-1,kureʔ,13-8,false,expert,,,,
pan-13-1-1,pan-13-1,tosen,13-9,false,expert,,,,
pan-13-2-1,pan-13-2,pija,13-9,false,expert,,,,
ikp-13-1-1,ikp-13-1,oke,13-10,false,expert,,,,
ara-13-1-1,ara-13-1,tarik,13-11,false,expert,,,,
way-13-1-1,way-13-1,pepta,13-12,false,expert,,,,
wmr-13-1-1,wmr-13-1,tahsa,13-13,false,expert,,,,
apa-13-1-1,apa-13-1,zumo,13-14,false,expert,,,,
kax-13-1-1,kax-13-1,herenɨ,13-15,false,expert,,,,
map-13-1-1,map-13-1,koʔmano,13-16,false,expert,,,,
pem-14-1-1,pem-14-1,nosan,14-13,false,expert,,,,
kui-14-1-1,kui-14-1,tamit͡si,14-1,false,expert,,,,
kax-14-1-1,kax-14-1,mut͡ʃani,14-1,false,expert,,,,
apa-14-1-1,apa-14-1,mosa,14-1,false,expert,,,,
tri-14-1-1,tri-14-1,ma,14-2,false,expert,,,,
car-14-1-1,car-14-1,mɨha,14-2,false,expert,,,,
aku-14-1-1,aku-14-1,mɨʔa,14-2,false,expert,,,,
wai-14-1-1,wai-14-1,kaw,14-3,false,expert,,,,
hix-14-1-1,hix-14-1,kawo,14-3,false,expert,,,,
ikp-14-1-1,ikp-14-1,ɨkap,14-4,false,expert,,,,
ara-14-1-1,ara-14-1,ibak,14-4,false,expert,,,,
yuk-14-1-1,yuk-14-1,mesene,14-5,false,expert,,,,
kar-14-1-1,kar-14-1,masiʔpe,14-5,false,expert,,,,
ing-14-1-1,ing-14-1,akəreke,14-5,false,expert,,,,
bak-14-1-1,bak-14-1,iməsedo,14-5,false,expert,,,,
way-14-1-1,way-14-1,kupime,14-6,false,expert,,,,
map-14-1-1,map-14-1,tareʔke,14-7,false,expert,,,,
mac-14-1-1,mac-14-1,kusan,14-8,false,expert,,,,
pan-14-1-1,pan-14-1,tankət͡ʃike,14-9,false,expert,,,,
mak-14-1-1,mak-14-1,nuwe,14-10,false,expert,,,,
yab-14-1-1,yab-14-1,teihpono,14-11,false,expert,,,,
wmr-14-1-1,wmr-14-1,mie,14-12,false,expert,,,,
way-15-1-1,way-15-1,aphik,15-1,false,expert,,,,
pan-15-1-1,pan-15-1,pit͡ʃa,15-1,false,expert,,,,
mak-15-1-1,mak-15-1,seʔkə,15-1,false,expert,,,,
kax-15-1-1,kax-15-1,hikke,15-1,false,expert,,,,
apa-15-1-1,apa-15-1,pitiko,15-1,false,expert,,,,
pem-15-1-1,pem-15-1,sirəʔkə,15-3,false,expert,,,,
mac-15-1-1,mac-15-1,simɨrikɨ,15-3,false,expert,,,,
car-15-1-1,car-15-1,hit͡ʃa,15-4,false,expert,,,,
tri-15-1-1,tri-15-1,pijan,15-5,false,expert,,,,
yuk-15-1-1,yuk-15-1,kamt͡ʃe,15-6,false,expert,,,,
bak-15-1-1,bak-15-1,imẽĩbɨrɨ,15-7,false,expert,,,,
kui-15-1-1,kui-15-1,ĩnt͡soɲo,15-8,false,expert,,,,
ing-15-1-1,ing-15-1,aiko,15-9,false,expert,,,,
ikp-15-1-1,ikp-15-1,tɨrɨŋ,15-10,false,expert,,,,
ara-15-1-1,ara-15-1,muren,15-11,false,expert,,,,
wai-15-1-1,wai-15-1,wahra,15-12,false,expert,,,,
hix-15-1-1,hix-15-1,at͡ʃket͡ʃko,15-13,false,expert,,,,
kar-15-1-1,kar-15-1,iʔmempo,15-14,false,expert,,,,
wmr-15-1-1,wmr-15-1,baʔʃiri,15-15,false,expert,,,,
wmr-15-2-1,wmr-15-2,bahinja,15-15,false,expert,,,,
map-15-1-1,map-15-1,waʔkampɨ,15-16,false,expert,,,,
yab-15-1-1,yab-15-1,intowmuskə,15-17,false,expert,,,,
tam-15-1-1,tam-15-1,kuju,15-18,false,expert,,,,
aku-15-1-1,aku-15-1,pit͡ʃikə,15-1,false,expert,,,,
wmr-16-1-1,wmr-16-1,weri,16-1,false,expert,,,,
way-16-1-1,way-16-1,wərɨ,16-1,false,expert,,,,
wai-16-1-1,wai-16-1,wosɨ,16-1,false,expert,,,,
tri-16-1-1,tri-16-1,wəri,16-1,false,expert,,,,
mak-16-1-1,mak-16-1,wori,16-1,false,expert,,,,
kui-16-1-1,kui-16-1,itãõ,16-1,false,expert,,,,
kax-16-1-1,kax-16-1,worɨsɨ,16-1,false,expert,,,,
kar-16-1-1,kar-16-1,worɨi,16-1,false,expert,,,,
hix-16-1-1,hix-16-1,wosɨ,16-1,false,expert,,,,
car-16-1-1,car-16-1,wərit͡ʃi,16-1,false,expert,,,,
aku-16-1-1,aku-16-1,wərɨʔɨ,16-1,false,expert,,,,
pem-16-1-1,pem-16-1,wɨrik,16-2,false,expert,,,,
pan-16-1-1,pan-16-1,wɨnkɨh,16-2,false,expert,,,,
mac-16-1-1,mac-16-1,wɨriʔ,16-2,false,expert,,,,
ing-16-1-1,ing-16-1,uriʔsan,16-2,false,expert,,,,
ikp-16-1-1,ikp-16-1,petkom,16-3,false,expert,,,,
bak-16-1-1,bak-16-1,pekodo,16-3,false,expert,,,,
ara-16-1-1,ara-16-1,pumie,16-3,false,expert,,,,
yuk-16-1-1,yuk-16-1,worepa,16-4,false,expert,,,,
apa-16-1-1,apa-16-1,noʔpo,16-5,false,expert,,,,
yab-16-1-1,yab-16-1,urihiamo,16-6,false,expert,,,,
map-16-1-1,map-16-1,wərjaʔmu,16-6,false,expert,,,,
tam-16-1-1,tam-16-1,aika,16-7,false,expert,,,,
wmr-17-1-1,wmr-17-1,wɨkɨrɨ,17-1,false,expert,,,,
wai-17-1-1,wai-17-1,kɨrɨ,17-1,false,expert,,,,
tri-17-1-1,tri-17-1,kɨrɨ,17-1,false,expert,,,,
kar-17-1-1,kar-17-1,wokɨrɨ,17-1,false,expert,,,,
hix-17-1-1,hix-17-1,kɨrɨ,17-1,false,expert,,,,
car-17-1-1,car-17-1,gɨrɨ,17-1,false,expert,,,,
aku-17-1-1,aku-17-1,kɨrɨ,17-1,false,expert,,,,
ikp-17-1-1,ikp-17-1,ugwon,17-2,false,expert,,,,
bak-17-1-1,bak-17-1,uguõdo,17-2,false,expert,,,,
ara-17-1-1,ara-17-1,ugon,17-2,false,expert,,,,
yab-17-1-1,yab-17-1,waraisto,17-3,false,expert,,,,
map-17-1-1,map-17-1,warastə,17-3,false,expert,,,,
mac-17-1-1,mac-17-1,warajoʔ,17-3,false,expert,,,,
ing-17-1-1,ing-17-1,warawoʔ,17-3,false,expert,,,,
kui-17-1-1,kui-17-1,toto,17-4,false,expert,,,,
kax-17-1-1,kax-17-1,toto,17-4,false,expert,,,,
pem-17-1-1,pem-17-1,kurai,17-5,false,expert,,,,
yuk-17-1-1,yuk-17-1,kɨpa,17-6,false,expert,,,,
way-17-1-1,way-17-1,eruwa,17-7,false,expert,,,,
mak-17-1-1,mak-17-1,janwaa,17-8,false,expert,,,,
pan-17-1-1,pan-17-1,apoh,17-9,false,expert,,,,
apa-17-1-1,apa-17-1,orutua,17-10,false,expert,,,,
tam-17-1-1,tam-17-1,aparike,17-11,false,expert,,,,
yab-18-1-1,yab-18-1,muku,18-1,false,expert,,,,
way-18-1-1,way-18-1,mumuku,18-1,false,expert,,,,
wai-18-1-1,wai-18-1,mumu,18-1,false,expert,,,,
