ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
yuk-23-1,,yuk,23,we,we,w e,,meira2005southern[180],,,^ w e $,default
wmr-23-1,,wmr,23,wiwe,wiwe,w i w e,,waimiribruno2003[148],,,^ w i w e $,default
wai-23-1,,wai,23,weewe,weewe,w e e w e,,hawkins2015dictionary,,,^ w e e w e $,default
tri-23-1,,tri,23,wewe,wewe,w e w e,,meira2005southern[180],,,^ w e w e $,default
kax-23-1,,kax,23,wewe,wewe,w e w e,,schuring2018kaxuyana[186],,,^ w e w e $,default
kar-23-1,,kar,23,wewe,wewe,w e w e,,courtz2008carib[427],,,^ w e w e $,default
hix-23-1,,hix,23,wewe,wewe,w e w e,,meira2005southern[180],,,^ w e w e $,default
car-23-1,,car,23,wewe,wewe,w e w e,,koch1908hiana[58],,,^ w e w e $,default
apa-23-1,,apa,23,wewe,wewe,w e w e,,camargo2002lexico[96],,,^ w e w e $,default
aku-23-1,,aku,23,wewe,wewe,w e w e,,meira1998proto[187],,,^ w e w e $,default
way-23-1,,way,23,epɨ,epɨ,e p ɨ,,wayanatavares2005[142],,,^ e p ɨ $,default
yab-24-1,,yab,24,jahpə,jahpə,j a <<h>> p <<ə>>,,mattei2003pemono[40],,,^ j a <h> p <ə> $,default
wai-24-1,,wai,24,jathɨrɨ,jathɨrɨ,j a t <<h>> ɨ r ɨ,,hawkins2015dictionary,,,^ j a t <h> ɨ r ɨ $,default
tam-24-1,,tam,24,atpe,atpe,a t p e,,gilij1782saggio[20],,,^ a t p e $,default
pan-24-1,,pan,24,jahpə,jahpə,j a <<h>> p <<ə>>,,price2015dictionary,,,^ j a <h> p <ə> $,default
map-24-1,,map,24,jaʔpə,jaʔpə,j a ʔ p <<ə>>,,muller1975mapoyo[66],,,^ j a ʔ p <ə> $,default
kui-24-1,,kui,24,aɣɨ,aɣɨ,a <<ɣ>> ɨ,,meira2005southern[180],,,^ a <ɣ> ɨ $,default
ikp-24-1,,ikp,24,alɨ,alɨ,a <<l>> ɨ,,alves2013verbo[98],,,^ a <l> ɨ $,default
pem-24-1,,pem,24,enaʔpə,enaʔpə,e n a ʔ p <<ə>>,,swiggers2010gramatica[181],,,^ e n a ʔ p <ə> $,default
mac-24-1,,mac,24,enaʔpɨ,enaʔpɨ,e n a ʔ p ɨ,,abbott2015dictionary,,,^ e n a ʔ p ɨ $,default
kax-24-1,,kax,24,enatpɨrɨ,enatpɨrɨ,e n a t p ɨ r ɨ,,,,,^ e n a t p ɨ r ɨ $,default
hix-24-1,,hix,24,natho,natho,n a t <<h>> o,,meira2005southern[180],,,^ n a t <h> o $,default
yuk-24-1,,yuk,24,opɨrɨ,opɨrɨ,o p ɨ r ɨ,,meira2005southern[180],,,^ o p ɨ r ɨ $,default
kar-24-1,,kar,24,opɨ,opɨ,o p ɨ,,courtz2008carib[180],,,^ o p ɨ $,default
bak-24-1,,bak,24,ewɨ,ewɨ,e w ɨ,,meira2005southern[180],,,^ e w ɨ $,default
way-24-1,,way,24,eputpɨɨ,eputpɨɨ,e p u t p ɨ ɨ,,wayanatavares2005[127],,,^ e p u t p ɨ ɨ $,default
tri-24-1,,tri,24,putupə,putupə,p u t u p <<ə>>,,meira2005southern[180],,,^ p u t u p <ə> $,default
mak-24-1,,mak,24,t͡ʃəəhuʔhə,t͡ʃəəhuʔhə,t <<͡>> <<ʃ>> <<ə>> <<ə>> <<h>> u ʔ <<h>> <<ə>>,,hall2015dictionary,,,^ t <͡> <ʃ> <ə> <ə> <h> u ʔ <h> <ə> $,default
apa-24-1,,apa,24,puʔtu,puʔtu,p u ʔ t u,,camargo2002lexico[129],,,^ p u ʔ t u $,default
ing-24-1,,ing,24,eperu,eperu,e p e r u,,cruz2005fonologia[194],,,^ e p e r u $,default
wmr-24-1,,wmr,24,ba,ba,<<b>> a,,waimiribruno2003[69],,,^ <b> a $,default
ara-24-1,,ara,24,itpɨn,itpɨn,i t p ɨ n,,alves2017arara[117],,,^ i t p ɨ n $,default
car-24-1,,car,24,tɨrɨemɨ,tɨrɨemɨ,t ɨ r ɨ e m ɨ,,robayo2000avance[179],,,^ t ɨ r ɨ e m ɨ $,default
wmr-25-1,,wmr,25,ja,ja,j a,,waimiribruno2003[167],,,^ j a $,default
way-25-1,,way,25,are,are,a r e,,wayanatavares2005[102],,,^ a r e $,default
wai-25-1,,wai,25,jaarɨ,jaarɨ,j a a r ɨ,,hawkins2015dictionary,,,^ j a a r ɨ $,default
tri-25-1,,tri,25,arɨ,arɨ,a r ɨ,,meira2005southern[180],,,^ a r ɨ $,default
tam-25-1,,tam,25,are,are,a r e,,gilij1782saggio[388],,,^ a r e $,default
pem-25-1,,pem,25,jare,jare,j a r e,,swiggers2010gramatica[111],,,^ j a r e $,default
pan-25-1,,pan,25,tjan,tjan,t j a n,,meira2005southern[180],,,^ t j a n $,default
map-25-1,,map,25,jaari,jaari,j a a r i,,muller1975mapoyo[66],,,^ j a a r i $,default
mak-25-1,,mak,25,jarɨ,jarɨ,j a r ɨ,,hall2015dictionary,,,^ j a r ɨ $,default
mac-25-1,,mac,25,jare,jare,j a r e,,meira2005southern[180],,,^ j a r e $,default
kui-25-1,,kui,25,aɣɨ,aɣɨ,a <<ɣ>> ɨ,,kuikurodossantos2007[147],,,^ a <ɣ> ɨ $,default
kar-25-1,,kar,25,arɨ,arɨ,a r ɨ,,courtz2008carib[242],,,^ a r ɨ $,default
hix-25-1,,hix,25,arɨ,arɨ,a r ɨ,,meira2005southern[180],,,^ a r ɨ $,default
bak-25-1,,bak,25,arɨ,arɨ,a r ɨ,,meira2005southern[180],,,^ a r ɨ $,default
ara-25-1,,ara,25,arɨ,arɨ,a r ɨ,,desouza2010arara[100],,,^ a r ɨ $,default
apa-25-1,,apa,25,zarɨ,zarɨ,<<z>> a r ɨ,,camargo2002lexico[34],,,^ <z> a r ɨ $,default
aku-25-1,,aku,25,arɨ,arɨ,a r ɨ,,meira1998proto[176],,,^ a r ɨ $,default
car-25-1,,car,25,wewarɨ,wewarɨ,w e w a r ɨ,,robayo2000avance[179],,,^ w e w a r ɨ $,default
ikp-25-1,,ikp,25,ampon,ampon,a m p o n,,meira2005southern[180],,,^ a m p o n $,default
ing-25-1,,ing,25,ajan,ajan,a j a n,,,,,^ a j a n $,default
yab-25-1,,yab,25,ettareri,ettareri,e t t a r e r i,,mendez1959yawarana[66],,,^ e t t a r e r i $,default
yuk-25-1,,yuk,25,wet͡ʃare,wet͡ʃare,w e t <<͡>> <<ʃ>> a r e,,meira2005southern[180],,,^ w e t <͡> <ʃ> a r e $,default
kax-25-1,,kax,25,ahesɨ,ahesɨ,a <<h>> e s ɨ,,,,,^ a <h> e s ɨ $,default
yab-26-1,,yab,26,mitti,mitti,m i t t i,,mendez1959yawarana[68],,,^ m i t t i $,default
way-26-1,,way,26,mit,mit,m i t,,courtz2008carib[317],,,^ m i t $,default
wai-26-1,,wai,26,mit͡ʃi,mit͡ʃi,m i t <<͡>> <<ʃ>> i,,hawkins2015dictionary,,,^ m i t <͡> <ʃ> i $,default
tri-26-1,,tri,26,mɨ(tɨ),mɨ,m ɨ,,meira2005southern[180],,,^ m ɨ $,default
tam-26-1,,tam,26,miti,miti,m i t i,,gilij1782saggio[386],,,^ m i t i $,default
pan-26-1,,pan,26,miʔ,miʔ,m i ʔ,,meira2005southern[180],,,^ m i ʔ $,default
map-26-1,,map,26,miti,miti,m i t i,,muller1975mapoyo[66],,,^ m i t i $,default
mak-26-1,,mak,26,mit͡ʃɨ,mit͡ʃɨ,m i t <<͡>> <<ʃ>> ɨ,,maquiritaricaceres2011[445],,,^ m i t <͡> <ʃ> ɨ $,default
kui-26-1,,kui,26,ĩĩ,ĩĩ,<<ĩ>> <<ĩ>>,,meira2005southern[180],,,^ <ĩ> <ĩ> $,default
kax-26-1,,kax,26,imitɨ,imitɨ,i m i t ɨ,,schuring2018kaxuyana[163],,,^ i m i t ɨ $,default
kar-26-1,,kar,26,mi(tɨ),mi,m i,,courtz2008carib[317],,,^ m i $,default
ikp-26-1,,ikp,26,mirɨ,mirɨ,m i r ɨ,,meira2005southern[180],,,^ m i r ɨ $,default
car-26-1,,car,26,imitɨ,imitɨ,i m i t ɨ,,robayo2000avance[179],,,^ i m i t ɨ $,default
bak-26-1,,bak,26,wĩdɨ,wĩdɨ,w <<ĩ>> <<d>> ɨ,,meira2005southern[180],,,^ w <ĩ> <d> ɨ $,default
apa-26-1,,apa,26,miʔtɨ,miʔtɨ,m i ʔ t ɨ,,camargo2002lexico[127],,,^ m i ʔ t ɨ $,default
aku-26-1,,aku,26,mɨtɨ,mɨtɨ,m ɨ t ɨ,,meira1998proto[182],,,^ m ɨ t ɨ $,default
pem-26-1,,pem,26,kara,kara,k a r a,,swiggers2010gramatica[249],,,^ k a r a $,default
mac-26-1,,mac,26,kara,kara,k a r a,,abbott2015dictionary,,,^ k a r a $,default
ing-26-1,,ing,26,kara,kara,k a r a,,cruz2005fonologia[76],,,^ k a r a $,default
hix-26-1,,hix,26,mʃa,mʃa,m <<ʃ>> a,,meira2005southern[180],,,^ m <ʃ> a $,default
wmr-26-1,,wmr,26,wewi nit͡ʃi,wewi nit͡ʃi,w e w i + n i t <<͡>> <<ʃ>> i,,bruno1996dictionary[25],,,^ w e w i + n i t <͡> <ʃ> i $,default
yuk-26-1,,yuk,26,eʃe,eʃe,e <<ʃ>> e,,meira2005southern[180],,,^ e <ʃ> e $,default
ara-26-1,,ara,26,ɨpɨ,ɨpɨ,ɨ p ɨ,,desouza2010arara[25],,,^ ɨ p ɨ $,default
yab-28-1,,yab,28,pihpə,pihpə,p i <<h>> p <<ə>>,,mendez1959yawarana[66],,,^ p i <h> p <ə> $,default
wmr-28-1,,wmr,28,biʃi,biʃi,<<b>> i <<ʃ>> i,,waimiribruno2003[39],,,^ <b> i <ʃ> i $,default
way-28-1,,way,28,pitpə,pitpə,p i t p <<ə>>,,camargo2010wayana[109],,,^ p i t p <ə> $,default
wai-28-1,,wai,28,ɸit͡ʃho,ɸit͡ʃho,<<ɸ>> i t <<͡>> <<ʃ>> <<h>> o,,hawkins2015dictionary,,,^ <ɸ> i t <͡> <ʃ> <h> o $,default
tri-28-1,,tri,28,pihpə,pihpə,p i <<h>> p <<ə>>,,meira2005southern[181],,,^ p i <h> p <ə> $,default
tam-28-1,,tam,28,pitpe,pitpe,p i t p e,,gilij1782saggio[379],,,^ p i t p e $,default
pem-28-1,,pem,28,piʔpə,piʔpə,p i ʔ p <<ə>>,,swiggers2010gramatica[244],,,^ p i ʔ p <ə> $,default
pan-28-1,,pan,28,pihpə,pihpə,p i <<h>> p <<ə>>,,meira2005southern[181],,,^ p i <h> p <ə> $,default
map-28-1,,map,28,piʔpə,piʔpə,p i ʔ p <<ə>>,,muller1975mapoyo[61],,,^ p i ʔ p <ə> $,default
mak-28-1,,mak,28,hiʔhə,hiʔhə,<<h>> i ʔ <<h>> <<ə>>,,hall2015dictionary,,,^ <h> i ʔ <h> <ə> $,default
mac-28-1,,mac,28,piʔpɨ,piʔpɨ,p i ʔ p ɨ,,meira2005southern[181],,,^ p i ʔ p ɨ $,default
kui-28-1,,kui,28,hiɟo,hiɟo,<<h>> i <<ɟ>> o,,meira2005southern[181],,,^ <h> i <ɟ> o $,default
kax-28-1,,kax,28,hi,hi,<<h>> i,,schuring2018kaxuyana[52],,,^ <h> i $,default
kar-28-1,,kar,28,piʔpo,piʔpo,p i ʔ p o,,courtz2008carib[344],,,^ p i ʔ p o $,default
ing-28-1,,ing,28,piʔpɨ,piʔpɨ,p i ʔ p ɨ,,,,,^ p i ʔ p ɨ $,default
hix-28-1,,hix,28,hut͡ʃhu,hut͡ʃhu,<<h>> u t <<͡>> <<ʃ>> <<h>> u,,meira2005southern[181],,,^ <h> u t <͡> <ʃ> <h> u $,default
car-28-1,,car,28,hitihə,hitihə,<<h>> i t i <<h>> <<ə>>,,robayo2000avance[179],,,^ <h> i t i <h> <ə> $,default
apa-28-1,,apa,28,piʔpo,piʔpo,p i ʔ p o,,koehn1995apalai[41],,,^ p i ʔ p o $,default
aku-28-1,,aku,28,pihpə,pihpə,p i <<h>> p <<ə>>,,meira1998proto[184],,,^ p i <h> p <ə> $,default
ikp-28-1,,ikp,28,pitu,pitu,p i t u,,meira2005southern[181],,,^ p i t u $,default
bak-28-1,,bak,28,tubɨ,tubɨ,t u <<b>> ɨ,,meira2005southern[180],,,^ t u <b> ɨ $,default
ara-28-1,,ara,28,epi,epi,e p i,,desouza2010arara[77],,,^ e p i $,default
yuk-28-1,,yuk,28,eʃ,eʃ,e <<ʃ>>,,meira2005southern[180],,,^ e <ʃ> $,default
yuk-29-1,,yuk,29,pu,pu,p u,,meira2005southern[181],,,^ p u $,default
yab-29-1,,yab,29,puunuhpə,puunuhpə,p u u n u <<h>> p <<ə>>,,mendez1959yawarana[67],,,^ p u u n u <h> p <ə> $,default
wmr-29-1,,wmr,29,pɨnɨ,pɨnɨ,p ɨ n ɨ,,waimiribruno2003[78],,,^ p ɨ n ɨ $,default
way-29-1,,way,29,punu,punu,p u n u,,wayanatavares2005[159],,,^ p u n u $,default
wai-29-1,,wai,29,ɸun,ɸun,<<ɸ>> u n,,waiwaihawkins1998[48],,,^ <ɸ> u n $,default
tri-29-1,,tri,29,pun,pun,p u n,,meira2005southern[181],,,^ p u n $,default
tam-29-1,,tam,29,punu,punu,p u n u,,gilij1782saggio[386],,,^ p u n u $,default
pem-29-1,,pem,29,pun,pun,p u n,,pemondearmellada1994[69],,,^ p u n $,default
pan-29-1,,pan,29,puʔ,puʔ,p u ʔ,,price2015dictionary,,,^ p u ʔ $,default
map-29-1,,map,29,punu,punu,p u n u,,muller1975mapoyo[61],,,^ p u n u $,default
mak-29-1,,mak,29,hunu,hunu,<<h>> u n u,,maquiritaricaceres2011[442],,,^ <h> u n u $,default
mac-29-1,,mac,29,pun,pun,p u n,,macushiabbott1991[62],,,^ p u n $,default
kui-29-1,,kui,29,huŋu,huŋu,<<h>> u <<ŋ>> u,,meira2005southern[181],,,^ <h> u <ŋ> u $,default
kax-29-1,,kax,29,hunu,hunu,<<h>> u n u,,,,,^ <h> u n u $,default
kar-29-1,,kar,29,pun,pun,p u n,,courtz2008carib[352],,,^ p u n $,default
ing-29-1,,ing,29,pun,pun,p u n,,cruz2005fonologia[63],,,^ p u n $,default
ikp-29-1,,ikp,29,mnu,mnu,m n u,,meira2005southern[181],,,^ m n u $,default
hix-29-1,,hix,29,hun,hun,<<h>> u n,,hixkaryanaderby1985[199],,,^ <h> u n $,default
car-29-1,,car,29,bunu,bunu,<<b>> u n u,,koch1908hiana[20],,,^ <b> u n u $,default
bak-29-1,,bak,29,ũrũ,ũrũ,<<ũ>> r <<ũ>>,,meira2005southern[181],,,^ <ũ> r <ũ> $,default
ara-29-1,,ara,29,munu,munu,m u n u,,alves2017arara[51],,,^ m u n u $,default
apa-29-1,,apa,29,pu,pu,p u,,camargo2002lexico[108],,,^ p u $,default
aku-29-1,,aku,29,puunu,puunu,p u u n u,,meira1998proto[171],,,^ p u u n u $,default
yuk-30-1,,yuk,30,muru,muru,m u r u,,meira2005southern[181],,,^ m u r u $,default
wmr-30-1,,wmr,30,mɨnɨ,mɨnɨ,m ɨ n ɨ,,waimiribruno2003[74],,,^ m ɨ n ɨ $,default
way-30-1,,way,30,mɨwu,mɨwu,m ɨ w u,,camargo2010wayana[94],,,^ m ɨ w u $,default
tri-30-1,,tri,30,munu,munu,m u n u,,meira2005southern[181],,,^ m u n u $,default
pem-30-1,,pem,30,mun,mun,m u n,,swiggers2010gramatica[251],,,^ m u n $,default
mak-30-1,,mak,30,munu,munu,m u n u,,hall2015dictionary,,,^ m u n u $,default
mac-30-1,,mac,30,mɨnɨ,mɨnɨ,m ɨ n ɨ,,meira2005southern[181],,,^ m ɨ n ɨ $,default
kui-30-1,,kui,30,uŋu,uŋu,u <<ŋ>> u,,meira2005southern[181],,,^ u <ŋ> u $,default
kar-30-1,,kar,30,mɨnu,mɨnu,m ɨ n u,,courtz2008carib[322],,,^ m ɨ n u $,default
ing-30-1,,ing,30,mɨn,mɨn,m ɨ n,,,,,^ m ɨ n $,default
ikp-30-1,,ikp,30,mɨŋ,mɨŋ,m ɨ <<ŋ>>,,meira2005southern[181],,,^ m ɨ <ŋ> $,default
car-30-1,,car,30,muɲu,muɲu,m u <<ɲ>> u,,robayo2000avance[178],,,^ m u <ɲ> u $,default
bak-30-1,,bak,30,unu,unu,u n u,,meira2005southern[181],,,^ u n u $,default
ara-30-1,,ara,30,mɨŋɨ,mɨŋɨ,m ɨ <<ŋ>> ɨ,,desouza2010arara[12],,,^ m ɨ <ŋ> ɨ $,default
apa-30-1,,apa,30,munu,munu,m u n u,,camargo2002lexico[63],,,^ m u n u $,default
yab-30-1,,yab,30,meesuku,meesuku,m e e s u k u,,mendez1959yawarana[65],,,^ m e e s u k u $,default
wai-30-1,,wai,30,kamʃuku,kamʃuku,k a m <<ʃ>> u k u,,hawkins2015dictionary,,,^ k a m <ʃ> u k u $,default
tam-30-1,,tam,30,mit͡ʃuku,mit͡ʃuku,m i t <<͡>> <<ʃ>> u k u,,gilij1782saggio[386],,,^ m i t <͡> <ʃ> u k u $,default
pan-30-1,,pan,30,met͡ʃuʔ,met͡ʃuʔ,m e t <<͡>> <<ʃ>> u ʔ,,meira2005southern[181],,,^ m e t <͡> <ʃ> u ʔ $,default
map-30-1,,map,30,misukuru,misukuru,m i s u k u r u,,muller1975mapoyo[61],,,^ m i s u k u r u $,default
kax-30-1,,kax,30,kami,kami,k a m i,,schuring2018kaxuyana[166],,,^ k a m i $,default
hix-30-1,,hix,30,kamsuku,kamsuku,k a m s u k u,,meira2005southern[181],,,^ k a m s u k u $,default
aku-30-1,,aku,30,apiru,apiru,a p i r u,,meira1998proto[166],,,^ a p i r u $,default
yuk-31-1,,yuk,31,jopo,jopo,j o p o,,meira2005southern[181],,,^ j o p o $,default
yab-31-1,,yab,31,jəspə,jəspə,j <<ə>> s p <<ə>>,,mendez1959yawarana[65],,,^ j <ə> s p <ə> $,default
wmr-31-1,,wmr,31,jɨhɨ,jɨhɨ,j ɨ <<h>> ɨ,,bruno1996dictionary[14],,,^ j ɨ <h> ɨ $,default
way-31-1,,way,31,jetpə,jetpə,j e t p <<ə>>,,camargo2010wayana[63],,,^ j e t p <ə> $,default
wai-31-1,,wai,31,jot͡ʃho,jot͡ʃho,j o t <<͡>> <<ʃ>> <<h>> o,,hawkins2015dictionary,,,^ j o t <͡> <ʃ> <h> o $,default
tri-31-1,,tri,31,jetɨpə,jetɨpə,j e t ɨ p <<ə>>,,meira2005southern[181],,,^ j e t ɨ p <ə> $,default
tam-31-1,,tam,31,jetpe,jetpe,j e t p e,,gilij1782saggio[386],,,^ j e t p e $,default
pem-31-1,,pem,31,jeʔpə,jeʔpə,j e ʔ p <<ə>>,,swiggers2010gramatica[157],,,^ j e ʔ p <ə> $,default
pan-31-1,,pan,31,jehpə,jehpə,j e <<h>> p <<ə>>,,meira2005southern[181],,,^ j e <h> p <ə> $,default
map-31-1,,map,31,jəʔpə,jəʔpə,j <<ə>> ʔ p <<ə>>,,muller1975mapoyo[61],,,^ j <ə> ʔ p <ə> $,default
mak-31-1,,mak,31,jeeʔhə,jeeʔhə,j e e ʔ <<h>> <<ə>>,,hall2015dictionary,,,^ j e e ʔ <h> <ə> $,default
mac-31-1,,mac,31,jeʔpɨ,jeʔpɨ,j e ʔ p ɨ,,meira2005southern[181],,,^ j e ʔ p ɨ $,default
kui-31-1,,kui,31,ipɨɣɨ,ipɨɣɨ,i p ɨ <<ɣ>> ɨ,,meira2005southern[181],,,^ i p ɨ <ɣ> ɨ $,default
kax-31-1,,kax,31,jot͡ʃpɨ,jot͡ʃpɨ,j o t <<͡>> <<ʃ>> p ɨ,,,,,^ j o t <͡> <ʃ> p ɨ $,default
kar-31-1,,kar,31,jeʔpo,jeʔpo,j e ʔ p o,,courtz2008carib[285],,,^ j e ʔ p o $,default
ing-31-1,,ing,31,əʔpɨ,əʔpɨ,<<ə>> ʔ p ɨ,,,,,^ <ə> ʔ p ɨ $,default
ikp-31-1,,ikp,31,itpɨn,itpɨn,i t p ɨ n,,meira2005southern[181],,,^ i t p ɨ n $,default
hix-31-1,,hix,31,jot͡ʃho,jot͡ʃho,j o t <<͡>> <<ʃ>> <<h>> o,,meira2005southern[181],,,^ j o t <͡> <ʃ> <h> o $,default
car-31-1,,car,31,ijetihɨ,ijetihɨ,i j e t i <<h>> ɨ,,huber1992vocabulario[32],,,^ i j e t i <h> ɨ $,default
bak-31-1,,bak,31,ibɨrɨ,ibɨrɨ,i <<b>> ɨ r ɨ,,meira2005southern[181],,,^ i <b> ɨ r ɨ $,default
ara-31-1,,ara,31,itpɨ,itpɨ,i t p ɨ,,desouza2010arara[43],,,^ i t p ɨ $,default
apa-31-1,,apa,31,zeʔpo,zeʔpo,<<z>> e ʔ p o,,koehn1995apalai[58],,,^ <z> e ʔ p o $,default
aku-31-1,,aku,31,jeʔpə,jeʔpə,j e ʔ p <<ə>>,,meira1998proto[166],,,^ j e ʔ p <ə> $,default
yab-33-1,,yab,33,ihmoi,ihmoi,i <<h>> m o i,,mendez1959yawarana[66],,,^ i <h> m o i $,default
wmr-33-1,,wmr,33,bi,bi,<<b>> i,,waimiribruno2003[137],,,^ <b> i $,default
way-33-1,,way,33,ihmo,ihmo,i <<h>> m o,,wayanatavares2005[11],,,^ i <h> m o $,default
wai-33-1,,wai,33,ɸume; ɸme; hme,ɸume,<<ɸ>> u m e,,waiwaihawkins1998[194],,,^ <ɸ> u m e $,default
wai-33-2,,wai,33,ɸume; ɸme; hme,ɸme,<<ɸ>> m e,,waiwaihawkins1998[194],,,^ <ɸ> m e $,default
wai-33-3,,wai,33,ɸume; ɸme; hme,hme,<<h>> m e,,waiwaihawkins1998[194],,,^ <h> m e $,default
tri-33-1,,tri,33,iimo,iimo,i i m o,,meira2005southern[181],,,^ i i m o $,default
tam-33-1,,tam,33,ʔmoi,ʔmoi,ʔ m o i,,gilij1781saggio[229],,,^ ʔ m o i $,default
pem-33-1,,pem,33,pomoi,pomoi,p o m o i,,swiggers2010gramatica[156],,,^ p o m o i $,default
pan-33-1,,pan,33,uʔmoe,uʔmoe,u ʔ m o e,,price2015dictionary,,,^ u ʔ m o e $,default
map-33-1,,map,33,iʔmei,iʔmei,i ʔ m e i,,muller1975mapoyo[68],,,^ i ʔ m e i $,default
mak-33-1,,mak,33,iʔmoi,iʔmoi,i ʔ m o i,,maquiritaricaceres2011[440],,,^ i ʔ m o i $,default
mac-33-1,,mac,33,pɨmoi,pɨmoi,p ɨ m o i,,abbott2015dictionary,,,^ p ɨ m o i $,default
kui-33-1,,kui,33,hũĩ,hũĩ,<<h>> <<ũ>> <<ĩ>>,,meira2005southern[181],,,^ <h> <ũ> <ĩ> $,default
kax-33-1,,kax,33,ʔmo,ʔmo,ʔ m o,,schuring2018kaxuyana[31],,,^ ʔ m o $,default
kar-33-1,,kar,33,ɨʔmo,ɨʔmo,ɨ ʔ m o,,courtz2008carib[433],,,^ ɨ ʔ m o $,default
ing-33-1,,ing,33,pɨmoi; ʔmoi,pɨmoi,p ɨ m o i,,cruz2005fonologia[176],,,^ p ɨ m o i $,default
ing-33-2,,ing,33,pɨmoi; ʔmoi,ʔmoi,ʔ m o i,,cruz2005fonologia[176],,,^ ʔ m o i $,default
ikp-33-1,,ikp,33,mu,mu,m u,,meira2005southern[181],,,^ m u $,default
hix-33-1,,hix,33,ɨhme,ɨhme,ɨ <<h>> m e,,hixkaryanaderby1985[57],,,^ ɨ <h> m e $,default
car-33-1,,car,33,imo,imo,i m o,,robayo2000avance[178],,,^ i m o $,default
bak-33-1,,bak,33,õrũ,õrũ,<<õ>> r <<ũ>>,,meira2005southern[181],,,^ <õ> r <ũ> $,default
ara-33-1,,ara,33,mu,mu,m u,,alves2017arara[132],,,^ m u $,default
apa-33-1,,apa,33,iʔmo,iʔmo,i ʔ m o,,koehn1986apalai[120],,,^ i ʔ m o $,default
aku-33-1,,aku,33,iʔmo,iʔmo,i ʔ m o,,meira1998proto[170],,,^ i ʔ m o $,default
yuk-33-1,,yuk,33,nɨpɨ,nɨpɨ,n ɨ p ɨ,,meira2005southern[181],,,^ n ɨ p ɨ $,default
yuk-32-1,,yuk,32,kaka,kaka,k a k a,,meira2005southern[181],,,^ k a k a $,default
wmr-32-1,,wmr,32,kijatɨ,kijatɨ,k i j a t ɨ,,hill1994waimiri[31],,,^ k i j a t ɨ $,default
way-32-1,,way,32,ka-tɨ,ka-tɨ,k a <<->> t ɨ,,wayanatavares2005[128],,,^ k a <-> t ɨ $,default
wai-32-1,,wai,32,katɨ,katɨ,k a t ɨ,,hawkins2015dictionary,,,^ k a t ɨ $,default
tri-32-1,,tri,32,katɨ,katɨ,k a t ɨ,,meira2005southern[181],,,^ k a t ɨ $,default
tam-32-1,,tam,32,kati,kati,k a t i,,gilij1782saggio[386],,,^ k a t i $,default
pan-32-1,,pan,32,kaʔ,kaʔ,k a ʔ,,price2015dictionary,,,^ k a ʔ $,default
mak-32-1,,mak,32,katɨ,katɨ,k a t ɨ,,maquiritaricaceres2011[443],,,^ k a t ɨ $,default
kui-32-1,,kui,32,katɨ,katɨ,k a t ɨ,,meira2005southern[181],,,^ k a t ɨ $,default
kar-32-1,,kar,32,ka-tɨ,ka-tɨ,k a <<->> t ɨ,,courtz2008carib[288],,,^ k a <-> t ɨ $,default
ikp-32-1,,ikp,32,gat,gat,<<g>> a t,,meira2005southern[181],,,^ <g> a t $,default
hix-32-1,,hix,32,katɨ,katɨ,k a t ɨ,,meira2005southern[181],,,^ k a t ɨ $,default
car-32-1,,car,32,ikatɨ,ikatɨ,i k a t ɨ,,robayo2000avance[178],,,^ i k a t ɨ $,default
bak-32-1,,bak,32,gadɨ,gadɨ,<<g>> a <<d>> ɨ,,meira2005southern[181],,,^ <g> a <d> ɨ $,default
ara-32-1,,ara,32,gat,gat,<<g>> a t,,alves2017arara[186],,,^ <g> a t $,default
pem-32-1,,pem,32,kaiwan,kaiwan,k a i w a n,,pemondearmellada1994[215],,,^ k a i w a n $,default
mac-32-1,,mac,32,kaiwan,kaiwan,k a i w a n,,abbott2015dictionary,,,^ k a i w a n $,default
ing-32-1,,ing,32,kaiwan,kaiwan,k a i w a n,,cruz2005fonologia[316],,,^ k a i w a n $,default
yab-32-1,,yab,32,kasori,kasori,k a s o r i,,mendez1959yawarana[67],,,^ k a s o r i $,default
map-32-1,,map,32,kauri,kauri,k a u r i,,muller1975mapoyo[68],,,^ k a u r i $,default
apa-32-1,,apa,32,tukasere,tukasere,t u k a s e r e,,koehn1986apalai[69],,,^ t u k a s e r e $,default
kax-32-1,,kax,32,aho,aho,a <<h>> o,,,,,^ a <h> o $,default
yab-34-1,,yab,34,retɨrɨ,retɨrɨ,r e t ɨ r ɨ,,mattei2003pemono[44],,,^ r e t ɨ r ɨ $,default
way-34-1,,way,34,retɨ,retɨ,r e t ɨ,,wayanatavares2005[128],,,^ r e t ɨ $,default
wai-34-1,,wai,34,meretɨ,meretɨ,m e r e t ɨ,,hawkins2015dictionary,,,^ m e r e t ɨ $,default
tri-34-1,,tri,34,retɨ,retɨ,r e t ɨ,,meira2005southern[181],,,^ r e t ɨ $,default
pem-34-1,,pem,34,reti,reti,r e t i,,,,,^ r e t i $,default
map-34-1,,map,34,reʔtirɨ,reʔtirɨ,r e ʔ t i r ɨ,,muller1975mapoyo[71],,,^ r e ʔ t i r ɨ $,default
mak-34-1,,mak,34,reetai,reetai,r e e t a i,,maquiritaricaceres2011[92],,,^ r e e t a i $,default
