"Language_ID","Swadesh_Nr","Feature_ID","Value","Cognateset_ID","Source","Comment","Full_Form"
"mac",88,"green","rora",2,"abbott2015dictionary",,
"kax",88,"green","t-uwanaʔ-ne",3,"pc[Spike Gildea]",,
"ara",88,"green","paebra",4,"alves2017arara[43]","Also 'unripe'.",
"ikp",88,"green","irwalɨ",5,"ikpengpacheco2001[107]",,
"bak",88,"green","t-ukuẽ-ĩ",6,"meira2005southern[183]",,
"tri",88,"green","kurikuri-wetɨ",7,"meira2005southern[183]","'excrement of the obj:kurikuri bird' psrc:triomeira1999[592].",
"car",88,"green","tɨ-wanahike-mɨ",8,"robayo2000avance[178]",,
"way",88,"green","tɨ-ju-re",9,"wayanatavares2005[176]","Also 'blue'.",
"apa",88,"green","ezu-ezu-me",10,"koehn1995apalai[15]","Reduplicated and attributivized obj:ezu 'light'. Also 'blue' psrc:camargo2002lexico[45].",
"kar",88,"green","t-akenei-je",11,"courtz2008carib[376]","obj:akenei 'green, blue color' psrc:courtz2008carib[218]",
"mak",88,"green","seene",12,"maquiritaricaceres2011[450]",,
"pan",88,"green","tu-kuʔja-ke",13,"mattei1994diccionario[206]","Also 'dark blue'. Compare obj:akuʔjata 'become green' psrc:mattei1994diccionario[128]",
"tam",88,"green","rakeke",14,"gilij1782saggio[378]",,
"yab",88,"green","jaharari",15,"mendez1959yawarana[68]",,
"map",88,"green","t-uka-re",16,"muller1975mapoyo[73]",,
"kui",88,"green","taɣɨ huŋu",17,"meira2005southern[183]",,
"yuk",88,"green","ʃepe",18,"meira2005southern[183]",,
"wmr",88,"green","ʃakɨ",19,"bruno1996dictionary[26]",,
"aka",88,"green","rora",2,"stegeman2014akawaio[115]",,
"kax",89,"yellow","tɨ-t͡ʃewet͡ʃewe-ne",1,"schuring2018kaxuyana[107]",,
"wai",89,"yellow","tɨ-ʃewe-ke",1,"hawkins2015dictionary",,
"apa",89,"yellow","sewe me",1,"camargo2002lexico[104]",,
"tri",89,"yellow","kananame",2,"meira2005southern[183]",,
"car",89,"yellow","kananamano",2,"robayo2000avance[180]",,
"hix",89,"yellow","tɨ-ʃkɨwɨtɨk-ɲe",3,"hixkaryanaderby1979[198]",,
"ikp",89,"yellow","anagriwan",4,"ikpengpacheco2001[101]",,
"bak",89,"yellow","t-aparu-rẽ-ĩ",5,"meira2005southern[183]",,
"way",89,"yellow","tawam manu",6,"camargo2010wayana[121]","obj:tawam 'egg yolk', obj:manu 'almost'.",
"kar",89,"yellow","t-ɨʔki-re",7,"courtz2008carib[398]","obj:ɨʔki 'yellow color' psrc:courtz2008carib[432]",
"mak",89,"yellow","kɨnota",8,"hall2015dictionary",,
"aka",89,"yellow","tɨ-kotonpi-re",9,"stegeman2014akawaio[205]","color of ground cassava",
"pem",89,"yellow","suʔkupiju",10,"swiggers2010gramatica[110]",,
"mac",89,"yellow","aʔmutun",11,"abbott2015dictionary",,
"pan",89,"yellow","t-oʔjaraemuʔ-ɲe",12,"mattei1994diccionario[286]","Also obj:t-oweraemuʔ-ɲe.",
"tam",89,"yellow","t-aiʔpi-re-me",13,"gilij1782saggio[378]",,
"yab",89,"yellow","worestori",14,"mendez1959yawarana[66]",,
"map",89,"yellow","s-ipii-re",15,"muller1975mapoyo[73]",,
"kui",89,"yellow","kuaɟa huŋu",16,"meira2005southern[183]",,
"yuk",89,"yellow","arawupa",17,"meira2005southern[183]",,
"wmr",89,"yellow","ʃiwia",18,"waimiribruno2003[107]","Also 'good, red'.",
"kax",90,"white","tu-muʔ-ne",1,"schuring2018kaxuyana[106]",,
"hix",90,"white","t-muk-ɲe",1,"hixkaryanaderby1979[194]","Surface form obj:bukɲe.",
"wai",90,"white","tu-mut-we",1,"waiwaihawkins1998[208]",,
"car",90,"white","t-amutu-ne",1,"robayo2000avance[180]",,
"apa",90,"white","karimutu",1,"camargo2002lexico[107]",,
"kar",90,"white","t-amuʔ-ne",1,"courtz2008carib[378]","obj:amuʔn 'white color' psrc:courtz2008carib[226]",
"aka",90,"white","aimutun",1,"stegeman2014akawaio[18]",,
"pem",90,"white","aimutun",1,"mosonyi2000pemon[541]",,
"mac",90,"white","aimutun",1,"abbott2015dictionary",,
"pan",90,"white","t-amuʔ-ɲe",1,"mattei1994diccionario[295]",,
"tam",90,"white","t-aremuʔ-ne",1,"gilij1782saggio[378]",,
"map",90,"white","t-arimuʔ-ne",1,"muller1975mapoyo[73]",,
"ikp",90,"white","t-apri-ge-m",2,"ikpengpacheco2001[275]",,
"bak",90,"white","t-ape-kẽ-ĩ",2,"meira2005southern[183]",,
"mak",90,"white","t-ahere-re",2,"maquiritaricaceres2011[451]",,
"tri",90,"white","tɨ-koroo-je",3,"meira2005southern[183]",,
"way",90,"white","tɨ-koro-ke",3,"wayanatavares2005[362]",,
"ara",90,"white","igriden",4,"alves2017wordlist",,
"yab",90,"white","karasakɨmi",5,"mattei2003pemono[46]",,
"kui",90,"white","alaki",6,"meira2005southern[183]",,
"yuk",90,"white","sɨw",7,"meira2005southern[183]",,
"wmr",90,"white","sakra",8,"waimiribruno2003[45]",,
"hix",91,"black","t-hur-me",1,"howard2001wrought[495]",,
"mak",91,"black","huru-me",1,"maquiritaricaceres2011[442]",,
"pan",91,"black","t-upuruʔ-ke",1,"mattei1994diccionario[365]",,
"ara",91,"black","ti-grigri-ne-m",2,"alves2010arara[30]",,
"ikp",91,"black","kɨrɨtpo",2,"ikpengpacheco2001[40]",,
"aka",91,"black","iʔkɨrɨ-n",2,"stegeman2014akawaio[155]","'something black in color'.",
"yab",91,"black","kɨrɨ-ke-mu",2,"mendez1959yawarana[65]",,
"map",91,"black","kərə-ke",2,"muller1975mapoyo[73]",,
"yuk",91,"black","korow-t͡ʃe",2,"meira2005southern[183]",,
"pem",91,"black","t-ariʔku-n",3,"swiggers2010gramatica[243]",,
"mac",91,"black","arikkɨtu-n",3,"abbott2015dictionary",,
"car",91,"black","sukutu-me-mɨ",4,"robayo2000avance[178]",,
"apa",91,"black","ʃinukutu mano",4,"camargo2002lexico[98]","'like dark'.",
"kax",91,"black","tɨ-t͡ʃari-ne",5,"schuring2018kaxuyana[106]",,
"wai",91,"black","t͡ʃ-it͡ʃwi-je",6,"howard2001wrought[495]",,
"bak",91,"black","t-əmɨgɨ-nẽ-ĩ",7,"meira2005southern[183]",,
"tri",91,"black","sikin-me",8,"meira2005southern[183]",,
"way",91,"black","t-ariri-me",9,"wayanatavares2005[362]",,
"kar",91,"black","tɨ-karai-je",10,"courtz2008carib[398]","obj:karai 'blackness' psrc:courtz2008carib[291]",
"tam",91,"black","kine-me",11,"gilij1782saggio[378]",,
"kui",91,"black","huseũki",12,"meira2005southern[183]",,
"wmr",91,"black","t-apɨrɨ-ma",13,"waimiribruno2003[105]",,
"kax",92,"night","koko",1,"schuring2018kaxuyana[50]",,
"hix",92,"night","kohsaja",1,"hixkaryanaderby1979[197]",,
"wai",92,"night","kosoɸe",1,"hawkins2015dictionary",,
"ara",92,"night","kok",1,"desouza2010arara[56]",,
"ikp",92,"night","kok",1,"ikpengpacheco1997[24]",,
"bak",92,"night","kopae",1,"meira2005southern[183]",,
"tri",92,"night","koko",1,"meira2005southern[183]",,
"aku",92,"night","koko",1,"meira1998proto[178]",,
"car",92,"night","koko",1,"robayo2000avance[179]",,
"way",92,"night","koko",1,"camargo2010wayana[77]",,
"apa",92,"night","koko",1,"camargo2002lexico[122]",,
"kar",92,"night","koko",1,"courtz2008carib[297]",,
"mak",92,"night","koihai",1,"maquiritaricaceres2011[161]",,
"tam",92,"night","koko",1,"gilij1782saggio[146]",,
"yab",92,"night","kohpa",1,"mattei2003pemono[40]",,
"map",92,"night","koʔpa",1,"mattei2003pemono[40]",,
"kui",92,"night","koko",1,"meira2005southern[183]",,
"yuk",92,"night","koko",1,"meira2005southern[183]",,
"wmr",92,"night","kɨkɨ",1,"bruno1996dictionary[13]",,
"ing",92,"night","ewarupɨ",2,"cruz2005fonologia[110]",,
"pem",92,"night","waarɨpə",2,"mosonyi2000pemon[542]",,
"mac",92,"night","ewaron",2,"abbott2015dictionary",,
"aka",92,"night","ewarupə",2,"stegeman2014akawaio[180]",,
"pan",92,"night","sɨpaawə",3,"mattei1994diccionario[366]",,
"kax",93,"hot","t-aʔ-ne",1,"schuring2018kaxuyana[179]",,
"hix",93,"hot","t-ak-ɲe",1,"meira2005southern[183]",,
"tri",93,"hot","atuma",1,"meira2005southern[183]",,
"car",93,"hot","atusaka",1,"robayo2000avance[180]",,
"apa",93,"hot","jetu",1,"camargo2002lexico[127]",,
"mak",93,"hot","t-aʔ-ne",1,"maquiritaricaceres2011[452]",,
"ing",93,"hot","aʔ-neʔ",1,"cruz2005fonologia[185]",,
"pem",93,"hot","aʔ-nek",1,"mosonyi2000pemon[541]",,
"mac",93,"hot","aʔ-neʔ",1,"abbott2015dictionary",,
"yab",93,"hot","t-attu-ne",1,"mendez1959yawarana[67]",,
"map",93,"hot","t-aʔtu-ne",1,"muller1975mapoyo[68]",,
"kui",93,"hot","atuŋu",1,"meira2005southern[183]",,
"wai",93,"hot","ot͡ʃoro",2,"waiwaihawkins1998[147]",,
"ara",93,"hot","otpe",3,"alves2017wordlist",,
"ikp",93,"hot","ɨrɨp",4,"ikpengpacheco2001[34]",,
"bak",93,"hot","tədəpige",5,"meira2005southern[183]",,
"way",93,"hot","ahiphakə",6,"camargo2010wayana[12]",,
"kar",93,"hot","asin pe",7,"courtz2008carib[133]","obj:asin 'heat' psrc:courtz2008carib[244]",
"pan",93,"hot","(ka)t-apəh-tə",8,"mattei1994diccionario[111]","obj:uʔkanə 'hot (sun)' psrc:mattei1994diccionario[218]",
"yuk",93,"hot","t-emeʃ-ne",9,"meira2005southern[183]",,
"wmr",93,"hot","etɨpa",10,"waimiribruno2003[106]",,
"aka",93,"hot","aʔ-neʔ",1,"stegeman2014akawaio[173]",,
"hix",94,"cold","t-ɨt͡ʃenot-ɲe",1,"hixkaryanaderby1979[195]","Also obj:komsɨn 'to be cold'.",
"tri",94,"cold","t-ɨno-me",1,"meira2005southern[183]",,
"ara",94,"cold","koŋt͡ʃi-pe",2,"alves2017arara[40]",,
"ikp",94,"cold","gomt͡ʃi-n",2,"ikpengpacheco2001[221]",,
"bak",94,"cold","igəwɨ-nu",2,"meira2005southern[183]",,
"car",94,"cold","kət͡ʃi",2,"robayo2000avance[178]",,
"way",94,"cold","kəmɨi-ken",2,"camargo2010wayana[74]",,
"aka",94,"cold","ikomiʔ pe",2,"stegeman2014akawaio[105]",,
"pem",94,"cold","komik",2,"swiggers2010gramatica[112]",,
"mac",94,"cold","komiʔ",2,"abbott2015dictionary",,
"kui",94,"cold","keɨnti",2,"meira2005southern[183]",,
"yuk",94,"cold","koje",2,"meira2005southern[183]",,
"wmr",94,"cold","tɨ-komi-a",2,"waimiribruno2003[106]",,
"pan",94,"cold","kəmɨʔ",2,"mattei1994diccionario[335]",,
"pan",94,"cold","natəkɨhto",3,"mattei1994diccionario[335]",,
"map",94,"cold","iʔnətə-ke",3,"muller1975mapoyo[68]",,
"kax",94,"cold","t-uknoʔ-ne",4,"schuring2018kaxuyana[182]",,
"wai",94,"cold","t-wot-me",5,"hawkins2015dictionary",,
"apa",94,"cold","kueni",6,"camargo2002lexico[116]","Also obj:putoʔ.",
"kar",94,"cold","t-ɨʔsano-re",7,"courtz2008carib[122]","obj:ɨʔsano 'coldness' psrc:courtz2008carib[439]",
"mak",94,"cold","t-ukuna-se",8,"maquiritaricaceres2011[452]",,
"yab",94,"cold","ane-pe",9,"mendez1959yawarana[66]",,
"ikp",95,"full","t-otupi-t",1,"ikpengpacheco1997[245]","obj:otupi 'be filled' psrc:ikpengpacheco2001[119], likely detransitivized from obj:upi.",
"way",95,"full","t-up-ke",1,"camargo2010wayana[134]",,
"mak",95,"full","t-uʔ-ke",1,"maquiritaricaceres2011[453]",,
"pan",95,"full","t-uʔ-ke; t-uʔ-ka",1,"mattei1994diccionario[356]",,
"apa",95,"full","peʔ-me",2,"camargo2002lexico[76]",,
"yab",95,"full","peekku-je-mu",2,"mendez1959yawarana[68]",,
"map",95,"full","pekuʔ-je",2,"muller1975mapoyo[68]",,
"kax",95,"full","t-anu-so",12,"pc[Spike Gildea]",,
"hix",95,"full","t-wahu-rʲe",4,"hixkaryanaderby1979[196]",,
"wai",95,"full","t͡ʃ-oɸo-ji",5,"hawkins2015dictionary",,
"ara",95,"full","t-udu",6,"souza1993arara[46]",,
"bak",95,"full","t-umɨ-ke",7,"meira2005southern[183]",,
"tri",95,"full","t-ənnaa-se",8,"meira2005southern[183]",,
"car",95,"full","tɨ-naho-ke",9,"huber1992vocabulario[297]",,
"kar",95,"full","t-aʔno-se",10,"hoff1968carib[428]","obj:aʔnopɨ 'become full'.",
"aka",95,"full","anɨpɨ",11,"stegeman2014akawaio[26]","A verb.",
"pem",95,"full","i-nta pəkərə",3,"garcia2006diccionario[173]","Lit. 'up to its mouth/opening'?",
"mac",95,"full","i-nta-pɨkɨrɨ",3,"macdonell1994macushi[137]",,
"kui",95,"full","t-uɣupo-t͡si",13,"meira2005southern[183]",,
"wmr",95,"full","pɨtaʔnɨ",14,"bruno1996dictionary[20]",,
"wai",96,"good","kɨrʲwa",1,"waiwaihawkins1998[213]",,
"ara",96,"good","kure",1,"alves2017arara[121]",,
"ikp",96,"good","kara-ke",1,"ikpengpacheco2001[39]",,
"tri",96,"good","kure",1,"meira2005southern[183]",,
"aku",96,"good","kure",1,"meira1998proto[172]","Also 'pretty'.",
"car",96,"good","kura-no",1,"robayo2000avance[178]",,
"apa",96,"good","kure",1,"camargo2002lexico[106]",,
"pan",96,"good","kara",1,"mattei1994diccionario[297]",,
"tam",96,"good","patu-kuru",1,"gilij1782saggio[177, 185]",,
"wmr",96,"good","kare-me",1,"waimiribruno2003[106]","Also obj:kara-nɨ, obj:kara-na, obj:ʃiwia.",
"kax",96,"good","okt͡ʃe",2,"schuring2018kaxuyana[175]",,
"hix",96,"good","ohʃe",2,"hixkaryanaderby1985[251]",,
"ing",96,"good","wakɨ",3,"cruz2005fonologia[424]",,
"pem",96,"good","wakɨ",3,"garcia2006diccionario[197]",,
"yab",96,"good","nohpe",4,"mattei2003pemono[38]",,
"map",96,"good","noʔpe",4,"mattei2003pemono[38]",,
"bak",96,"good","kõẽdə",5,"meira2005southern[183]",,
"way",96,"good","ipoke",6,"camargo2010wayana[41]",,
"kar",96,"good","juʔpa",7,"yamada2010speech[745]",,
"mak",96,"good","aasit͡ʃa",8,"maquiritaricaceres2011[433]",,
"mac",96,"good","morɨ",9,"abbott2015dictionary",,
"kui",96,"good","atɨtɨ",10,"meira2005southern[183]",,
"yuk",96,"good","patu-me",11,"meira2005southern[183]",,
"aka",96,"good","wakɨ",3,"stegeman2014akawaio[170]",,
"tri",97,"new","kainan",1,"meira2005southern[183]",,
"car",97,"new","kaenano",1,"robayo2000avance[179]",,
"apa",97,"new","kasena-to",1,"camargo2002lexico[54]","Nominalizer obj:-to?",
"kax",97,"new","isone",2,"schuring2018kaxuyana[192]",,
"aka",97,"new","emennaʔ",2,"stegeman2014akawaio[40]",,
"pem",97,"new","amennak",2,"mosonyi2000pemon[542]",,
"mac",97,"new","amenan",2,"abbott2015dictionary",,
"hix",97,"new","ʃeɲe-no",4,"hixkaryanaderby1979[197]",,
"wai",97,"new","jaʃan",5,"hawkins2015dictionary",,
"ikp",97,"new","enu",6,"ikpengpacheco1997[245]",,
"bak",97,"new","iwelo",7,"meira2005southern[183]",,
"way",97,"new","ihjanu",8,"camargo2010wayana[38]",,
"kar",97,"new","aserɨ-me",3,"courtz2008carib[243]","obj:aserɨ 'newness' psrc:courtz2008carib[61]",
"wmr",97,"new","ase",3,"bruno1996dictionary[35]",,
"mak",97,"new","eruwa-to",9,"maquiritaricaceres2011[138]","Nominalized from obj:eruwa 'now'.",
"pan",97,"new","piʔ",10,"mattei1994diccionario[367]",,
"yab",97,"new","jurari",11,"mendez1959yawarana[67]",,
"map",97,"new","sekarono",12,"muller1975mapoyo[68]",,
"kui",97,"new","iɲiŋo",13,"meira2005southern[183]",,
"yuk",97,"new","kuʃpa",14,"meira2005southern[183]",,
"tri",98,"round","moka-me",1,"meira2005southern[183]",,
"ing",98,"round","aʔmokoipɨ",1,"cruz2005fonologia[378]",,
"mac",98,"round","amokoʔwarɨ",1,"abbott2015dictionary",,
"pem",98,"round","tɨritɨri-pan",2,"garcia2006diccionario[217]",,
"aka",98,"round","tɨri-rin",2,"stegeman2014akawaio[126]","Also obj:tɨʔmoi.",
"hix",98,"round","t-amno-ɲe",3,"hixkaryanaderby1979[197]",,
"wai",98,"round","t-amno-ɲe",3,"hawkins2015dictionary",,
"kax",98,"round","t-oʔme-re-hoko",4,"pc[Spike Gildea]",,
"ikp",98,"round","pute-re-ŋ",5,"meira2005southern[183]",,
"bak",98,"round","tɨ-dəpə-nẽ-ĩ",6,"meira2005southern[183]",,
"car",98,"round","imoriri",7,"koch1908hiana[68]",,
"way",98,"round","taptərə",8,"wayanatavares2005[353]",,
"apa",98,"round","zomɨe",9,"camargo2002lexico[127]",,
"kar",98,"round","t-aʔmotoʔ-ke",10,"courtz2008carib[378]","obj:aʔmotokɨ 'roundness' psrc:courtz2008carib[225]",
"mak",98,"round","t-awejurah-to",11,"escoriaza1959maqui[43]",,
"pan",98,"round","tɨ-muruʔku-ke",12,"mattei1994diccionario[388]",,
"yab",98,"round","wanəmohje",13,"pc[Spike Gildea]",,
"map",98,"round","pone",14,"muller1975mapoyo[72]",,
"kui",98,"round","ɣiaki",15,"meira2005southern[183]",,
"yuk",98,"round","tuwiriri",16,"meira2005southern[183]",,
"wmr",98,"round","abremɨhsa",17,"waimiribruno2003[83]",,
"way",98,"round","mereman",18,"camargo2010wayana[91]",,
"kax",99,"dry","t-aha-t͡ʃe",3,"schuring2018kaxuyana[179]",,
"way",99,"dry","t-aharap-he",19,"camargo2010wayana[1]",,
"tri",99,"dry","t-unn-e",4,"meira2005southern[183]","obj:unna 'to become dry' psrc:triomeira1999[705].",
"apa",99,"dry","t-ono-re",18,"camargo2002lexico[129]","Also obj:t-anorɨ-se 'dried', obj:t-ampai-se.",
"car",99,"dry","t-auru-ne",1,"robayo2000avance[178]",,
"kar",99,"dry","t-aru-re",1,"courtz2008carib[384]","obj:aru 'dryness' psrc:courtz2008carib[241]",
"ara",99,"dry","umne",2,"alves2010arara[30]","also obj:ikpun psrc:alves2017arara[40]",
"ikp",99,"dry","umne",2,"ikpengpacheco2001[185]",,
"hix",99,"dry","sororo-he",5,"hixkaryanaderby1979[196]",,
"wai",99,"dry","tur-ɸe",6,"hawkins2015dictionary",,
"bak",99,"dry","iladɨbɨ̃ẽ",7,"meira2005southern[183]",,
"mak",99,"dry","seree-he",8,"hall2015dictionary",,
"aka",99,"dry","samururun",9,"stegeman2014akawaio[164]","From 'sand'?",
"pem",99,"dry","akunnu",10,"mosonyi2000pemon[542]",,
"mac",99,"dry","awaʔpiʔta",11,"abbott2015dictionary",,
"pan",99,"dry","tuutəʔ",12,"mattei1994diccionario[207]",,
"yab",99,"dry","konori",13,"pc[Spike Gildea]",,
"map",99,"dry","sikiriipɨnɨ",14,"muller1975mapoyo[68]",,
"kui",99,"dry","ahut͡sekĩ-mpɨɲɨ",15,"meira2005southern[183]",,
"yuk",99,"dry","sansan",16,"meira2005southern[183]",,
"wmr",99,"dry","temɨna",17,"waimiribruno2003[106]",,
"kax",100,"name","oso",1,"pc[Spike Gildea]",,
"hix",100,"name","osotɨ",1,"hixkaryanaderby1979[197]",,
"wai",100,"name","osotɨ",1,"hawkins2015dictionary",,
"ara",100,"name","edet",1,"desouza2010arara[122]",,
"ikp",100,"name","eret",1,"alves2013verbo[92]",,
"bak",100,"name","ezedɨ",1,"meira2005southern[183]",,
"car",100,"name","esetɨ",1,"robayo2000avance[179]",,
"way",100,"name","əhet",1,"camargo2010wayana[16]",,
"apa",100,"name","eseʔ",1,"camargo2002lexico[122]",,
"kar",100,"name","otɨ",1,"courtz2008carib[332]",,
"mak",100,"name","ətɨ",1,"maquiritaricaceres2011[449]",,
"aka",100,"name","eseʔ",1,"stegeman2014akawaio[53]",,
"pem",100,"name","esek",1,"swiggers2010gramatica[243]",,
"mac",100,"name","eseʔ",1,"macushiabbott1991[126]",,
"pan",100,"name","it͡ʃeʔ",1,"mattei1994diccionario[366]",,
"yab",100,"name","jasetti",1,"mendez1959yawarana[67]",,
"map",100,"name","jeetɨ",1,"muller1975mapoyo[63]",,
"kui",100,"name","ititɨ",1,"meira2005southern[183]",,
"yuk",100,"name","ese",1,"meira2005southern[183]",,
"wmr",100,"name","etatɨ",1,"bruno1996dictionary[82]",,
"tri",100,"name","eka",2,"meira2005southern[183]",,
