"Language_ID","Swadesh_Nr","Feature_ID","Value","Cognateset_ID","Source","Comment","Full_Form"
"tam",70,"give","u",1,"gilij1782saggio[171]",,
"kui",70,"give","tu",1,"meira2005southern[182]",,
"yuk",70,"give","utu",1,"meira2005southern[182]",,
"kar",70,"give","ɨrɨ",2,"courtz2008carib[438]",,
"aka",70,"give","tɨrɨ",2,"stegeman2014akawaio[170]",,
"ing",70,"give","tərɨ",2,"cruz2005fonologia[326]",,
"pem",70,"give","irɨ",2,"mosonyi2000pemon[541]",,
"mac",70,"give","tɨrɨ",2,"abbott2015dictionary",,
"yab",70,"give","turu",2,"pc[Spike Gildea]",,
"wmr",70,"give","rɨ",2,"waimiribruno2003[126]",,
"kax",70,"give","mɨrɨ",3,"pc[Spike Gildea]",,
"hix",70,"give","ɨmɨ",3,"hixkaryanaderby1979[196]",,
"wai",70,"give","ɨmɨ",3,"waiwaihawkins1998[35]",,
"tri",70,"give","ekarama",4,"meira2005southern[182]",,
"car",70,"give","ekarama",4,"robayo2000avance[178]",,
"way",70,"give","ekarə",4,"wayanatavares2005[338]",,
"apa",70,"give","ekaro",4,"camargo2002lexico[111]",,
"map",70,"give","wahtu",5,"muller1975mapoyo[77]",,
"kax",71,"say","ka",1,"schuring2018kaxuyana[122]",,
"hix",71,"say","ka",1,"hixkaryanaderby1985[23]",,
"wai",71,"say","kas",1,"hawkins2015dictionary",,
"ara",71,"say","ke",1,"alves2017arara[150]",,
"ikp",71,"say","ke",1,"ikpengpacheco2001[136]",,
"bak",71,"say","ge",1,"meira2005southern[182]",,
"tri",71,"say","ka",1,"meira2005southern[182]",,
"aku",71,"say","ka",1,"meira1998proto[182]",,
"car",71,"say","ka",1,"robayo2000avance[179]",,"i-ka-rɨ"
"way",71,"say","ka",1,"wayanatavares2005[338]",,
"apa",71,"say","ka",1,"camargo2002lexico[112]",,
"kar",71,"say","ka",1,"courtz2008carib[431]",,
"ing",71,"say","ka",1,"cruz2005fonologia[393]",,
"pem",71,"say","ka",1,"swiggers2010gramatica[123]",,
"mac",71,"say","ka",1,"macushiabbott1991[28]",,
"pan",71,"say","kaʔ",1,"mattei1994diccionario[319]",,
"tam",71,"say","ka",1,"gilij1782saggio[330]",,
"kui",71,"say","ki",1,"meira2005southern[182]",,
"yuk",71,"say","ka",1,"meira2005southern[182]",,
"wmr",71,"say","ka; ke",1,"waimiribruno2003[126]",,
"mak",71,"say","əʔrɨ",2,"maquiritaricaceres2011[449]",,
"map",71,"say","anoni",3,"muller1975mapoyo[74]",,
"yab",71,"say","jataru",4,"mendez1959yawarana[67]",,
"aka",71,"say","ka",1,"stegeman2014akawaio[189]",,
"tri",72,"sun","wei",1,"meira2005southern[182]",,
"aku",72,"sun","wei",1,"meira1998proto[185]",,
"car",72,"sun","wei",1,"robayo2000avance[179]",,
"kar",72,"sun","weju",1,"courtz2008carib[424]",,
"ing",72,"sun","wəi",1,"cruz2005fonologia[168]",,
"pem",72,"sun","wei",1,"swiggers2010gramatica[102]",,
"mac",72,"sun","wei",1,"abbott2015dictionary",,
"tam",72,"sun","weju",1,"gilij1781saggio[159]",,
"yuk",72,"sun","wet͡ʃo",1,"meira2005southern[182]",,
"wmr",72,"sun","woi",1,"waimiribruno2003[18]",,
"kax",72,"sun","isɨsɨ",2,"schuring2018kaxuyana[164]",,
"ara",72,"sun","t͡ʃit͡ʃi",2,"desouza2010arara[9]",,
"ikp",72,"sun","t͡ʃit͡ʃi",2,"ikpengpacheco2001[186]",,
"bak",72,"sun","ʃiʃi",2,"meira2005southern[182]",,
"way",72,"sun","hihi",2,"camargo2010wayana[116]",,
"apa",72,"sun","ʃiʃi",2,"camargo2002lexico[99]",,
"mak",72,"sun","sii",2,"hall2015dictionary",,
"kui",72,"sun","ɣiti",2,"meira2005southern[182]",,
"hix",72,"sun","kamɨmɨ",3,"hixkaryanaderby1979[197]",,
"wai",72,"sun","kaamo",3,"hawkins2015dictionary",,
"yab",72,"sun","jaatunu",4,"mattei2003pemono[44]",,
"map",72,"sun","kaatuno",4,"medina1997mapoyo[66]","Also obj:miroi.",
"pan",72,"sun","et͡ʃerkun",5,"mattei1994diccionario[397]",,
"aka",72,"sun","wəi",1,"stegeman2014akawaio[196]",,
"hix",73,"moon","nuno",1,"hixkaryanaderby1985[167]",,
"wai",73,"moon","nuuɲi",1,"hawkins2015dictionary",,
"ara",73,"moon","nuno",1,"desouza2010arara[9]",,
"ikp",73,"moon","nuno",1,"ikpengpacheco2001[98]",,
"bak",73,"moon","nunə",1,"meira2005southern[182]",,
"tri",73,"moon","nunnə",1,"meira2005southern[182]",,
"car",73,"moon","nuna",1,"huber1992vocabulario[65]",,
"way",73,"moon","nunuwə",1,"wayanatavares2005[132]",,
"apa",73,"moon","nuno",1,"camargo2002lexico[120]",,
"kar",73,"moon","nuno",1,"courtz2008carib[326]",,
"mak",73,"moon","nuunə",1,"maquiritaricaceres2011[446]",,
"tam",73,"moon","nuna",1,"gilij1781saggio[228]",,
"yab",73,"moon","nunə",1,"pc[Spike Gildea]",,
"map",73,"moon","nuunə",1,"muller1975mapoyo[65]",,
"kui",73,"moon","ŋune",1,"meira2005southern[182]",,
"wmr",73,"moon","nenuwe",1,"waimiribruno2003[69]",,
"aka",73,"moon","kapɨi",2,"stegeman2014akawaio[72]",,
"ing",73,"moon","kapəi",2,"cruz2005fonologia[91]",,
"pem",73,"moon","kapɨi",2,"swiggers2010gramatica[116]",,
"mac",73,"moon","kapoi",2,"abbott2015dictionary",,
"yuk",73,"moon","kunu",3,"meira2005southern[182]",,
"pan",73,"moon","wəənə",4,"mattei1994diccionario[355]",,
"aku",73,"moon","waawa",5,"meira1998proto[177]",,
"kax",73,"moon","imno",6,"pc[Spike Gildea]",,
"kax",74,"star","t͡ʃirko",1,"schuring2018kaxuyana[184]",,
"hix",74,"star","ʃerʲko",1,"hixkaryanaderby1979[197]",,
"wai",74,"star","ʃirʲko",1,"hawkins2015dictionary",,
"ara",74,"star","t͡ʃiriŋ",1,"alves2010arara[20]",,
"ikp",74,"star","tɨriŋ",1,"meira2005southern[182]",,
"bak",74,"star","ʃimukə",1,"meira2005southern[182]",,
"tri",74,"star","sirikə",1,"meira2005southern[182]",,
"aku",74,"star","t͡ʃirikə",1,"meira1998proto[184]",,
"car",74,"star","t͡ʃirikə",1,"robayo2000avance[179]",,
"way",74,"star","hirikə",1,"camargo2010wayana[115]",,
"apa",74,"star","ʃiriko",1,"camargo2002lexico[114]",,
"kar",74,"star","siriko",1,"courtz2008carib[370]",,
"mak",74,"star","sirit͡ʃə",1,"maquiritaricaceres2011[450]",,
"aka",74,"star","sirikə",1,"stegeman2014akawaio[194]",,
"pem",74,"star","sirikə",1,"mosonyi2000pemon[541]",,
"mac",74,"star","sirikɨ",1,"macdonell1994macushi[246]",,
"tam",74,"star","t͡ʃirika",1,"gilij1782saggio[213]",,
"yab",74,"star","sirika",1,"mendez1959yawarana[67]",,
"map",74,"star","sihkə",1,"muller1975mapoyo[65]",,
"yuk",74,"star","ʃeku",1,"meira2005southern[182]",,
"wmr",74,"star","ʃiriki",1,"bruno1996dictionary[27]",,
"pan",74,"star","tjakən",2,"mattei1994diccionario[331]",,
"kui",74,"star","kãntiɲoko",3,"meira2005southern[182]",,
"kax",75,"water","tuna",1,"schuring2018kaxuyana[183]",,
"hix",75,"water","tuna",1,"hixkaryanaderby1979[198]",,
"wai",75,"water","tuuna",1,"hawkins2015dictionary",,
"tri",75,"water","tuna",1,"meira2005southern[182]",,
"aku",75,"water","tuna",1,"meira1998proto[189]",,
"car",75,"water","tuna",1,"robayo2000avance[180]",,
"way",75,"water","tuna",1,"camargo2010wayana[132]",,
"apa",75,"water","tuna",1,"camargo2002lexico[103]",,
"kar",75,"water","tuna",1,"courtz2008carib[392]",,
"mak",75,"water","tuna",1,"hall2015dictionary",,
"ing",75,"water","tuna",1,"cruz2005fonologia[169]",,
"pem",75,"water","tuna",1,"swiggers2010gramatica[99]",,
"mac",75,"water","tuna",1,"abbott2015dictionary",,
"pan",75,"water","tɨna",1,"mattei1994diccionario[283]",,
"tam",75,"water","tuna",1,"gilij1781saggio[232]",,
"yab",75,"water","tunaa",1,"mendez1959yawarana[67]",,
"map",75,"water","tuna",1,"muller1975mapoyo[65]",,
"kui",75,"water","tuŋa",1,"meira2005southern[182]",,
"yuk",75,"water","kuna",1,"meira2005southern[182]",,
"wmr",75,"water","sɨna",1,"waimiribruno2003[173]",,
"ara",75,"water","paru",2,"alves2010arara[26]",,
"ikp",75,"water","ga",3,"ikpengpacheco2001[98]","obj:paru is old-fashioned psrc:meira2005southern[190].",
"bak",75,"water","paru",2,"meira2005southern[182]",,
"aka",75,"water","tuna",1,"stegeman2014akawaio[203]",,
"kax",76,"rain","konoho",1,"schuring2018kaxuyana[169]",,
"ara",76,"rain","koŋpo",1,"alves2017arara[112]",,
"ikp",76,"rain","koŋpo",1,"ikpengpacheco2001[98]",,
"bak",76,"rain","kopə",1,"meira2005southern[182]",,
"tri",76,"rain","konopo",1,"meira2005southern[182]",,
"aku",76,"rain","konopo",1,"meira1998proto[181]",,
"car",76,"rain","konoho",1,"robayo2000avance[179]",,
"way",76,"rain","kopə",1,"wayanatavares2005[132]",,
"apa",76,"rain","konopo",1,"camargo2002lexico[109]",,
"kar",76,"rain","konopo",1,"courtz2008carib[298]",,
"mak",76,"rain","konoho",1,"maquiritaricaceres2011[443]",,
"pem",76,"rain","konok",1,"mosonyi2000pemon[523]",,
"mac",76,"rain","konoʔ",1,"abbott2015dictionary",,
"pan",76,"rain","kanoʔ; konoʔ",1,"mattei1994diccionario[356]",,
"tam",76,"rain","kanepo",1,"gilij1780saggio[100]",,
"yab",76,"rain","kənapo-wəəperi",1,"mendez1959yawarana[68]","Additional material unclear.",
"kui",76,"rain","koŋoho",1,"meira2005southern[182]",,
"yuk",76,"rain","kejopo",1,"meira2005southern[182]",,
"hix",76,"rain","tuna",2,"hixkaryanaderby1985[209]",,
"wai",76,"rain","tuuna",2,"hawkins2015dictionary",,
"aka",76,"rain","tuna",2,"stegeman2014akawaio[187]",,
"ing",76,"rain","tuna",2,"cruz2005fonologia[317]",,
"wmr",76,"rain","ɲawa",3,"waimiribruno2003[37]",,
"map",76,"rain","jatɨʔtinɨ",4,"muller1975mapoyo[65]",,
"kax",77,"stone","tohu",1,"schuring2018kaxuyana[182]",,
"hix",77,"stone","tohu",1,"hixkaryanaderby1979[197]",,
"wai",77,"stone","tooɸu",1,"hawkins2015dictionary",,
"tri",77,"stone","təpu",1,"meira2005southern[182]",,
"aku",77,"stone","təpu",1,"meira1998proto[185]",,
"car",77,"stone","təhu",1,"robayo2000avance[179]",,
"way",77,"stone","təpu",1,"camargo2010wayana[125]",,
"apa",77,"stone","topu",1,"camargo2002lexico[124]",,
"kar",77,"stone","topu",1,"courtz2008carib[390]",,
"mak",77,"stone","təʔhu",1,"hall2015dictionary",,
"ing",77,"stone","tɨʔ",1,"cruz2005fonologia[61]",,
"pem",77,"stone","təʔ",1,"garcia2006diccionario[124]",,
"mac",77,"stone","tɨʔ",1,"abbott2015dictionary",,
"pan",77,"stone","toʔ",1,"mattei1994diccionario[205]",,
"tam",77,"stone","tepu",1,"gilij1781saggio[234]",,
"yab",77,"stone","təppu",1,"mendez1959yawarana[67]",,
"map",77,"stone","təpu",1,"muller1975mapoyo[66]",,
"kui",77,"stone","tehu",1,"meira2005southern[182]",,
"yuk",77,"stone","top",1,"meira2005southern[182]",,
"wmr",77,"stone","topɨ",1,"waimiribruno2003[80]",,
"ara",77,"stone","ɨbɨ",2,"desouza2010arara[9]",,
"ikp",77,"stone","ɨwɨ",2,"alves2013verbo[127]",,
"bak",77,"stone","tuhu",3,"meira2005southern[182]","Not cognate psrc:meira2005southern[137]; obj:təu is 'waterfall' and the name of a place with big rocks.",
"aka",77,"stone","təʔ",1,"stegeman2014akawaio[188]",,
"tri",78,"sand","samu",1,"meira2005southern[182]",,
"aku",78,"sand","t͡ʃamutu",1,"meira1998proto[182]",,
"car",78,"sand","samutu",1,"robayo2000avance[179]",,
"way",78,"sand","hamutu",1,"wayanatavares2005[288]",,
"hix",78,"sand","sakarara",2,"hixkaryanaderby1979[197]",,
"bak",78,"sand","sagunu",2,"meira2005southern[182]",,
"kar",78,"sand","sakau",2,"courtz2008carib[361]",,
"mak",78,"sand","saʔrara",2,"maquiritaricaceres2011[450]",,
"mac",78,"sand","saka-pan",2,"abbott2015dictionary","Nominalizer obj:-pan.",
"tam",78,"sand","t͡ʃakau",2,"gilij1782saggio[376]",,
"yab",78,"sand","tsakaw",2,"mendez1959yawarana[67]",,
"map",78,"sand","saasapa",3,"muller1975mapoyo[65]",,
"yuk",78,"sand","sasare",3,"meira2005southern[182]",,
"aka",78,"sand","wəʔsəpu",4,"stegeman2014akawaio[189]",,
"pem",78,"sand","əʔsəkə",4,"mosonyi2000pemon[541]",,
"wai",78,"sand","aʃawa",5,"hawkins2015dictionary",,
"apa",78,"sand","sawa",5,"camargo2002lexico[105]",,
"ara",78,"sand","ireŋmuŋo",6,"alves2017arara[42]",,
"ikp",78,"sand","reŋmun",6,"ikpengpacheco2001[98]",,
"kax",78,"sand","eresumna",7,"schuring2018kaxuyana[161]",,
"pan",78,"sand","mit͡ʃin",8,"panarepayne2013[284]",,
"kui",78,"sand","ɲetune",9,"meira2005southern[182]",,
"wmr",78,"sand","kiʃiɲa",10,"waimiribruno2003[148]",,
"bak",79,"earth","õrõ",1,"meira2005southern[182]","The change from rc:n to obj:r is regular.",
"tri",79,"earth","nono",1,"meira2005southern[182]",,
"aku",79,"earth","nono",1,"meira1998proto[169]",,
"car",79,"earth","nono",1,"robayo2000avance[178]",,
"apa",79,"earth","nono",1,"camargo2002lexico[131]",,
"kar",79,"earth","nono",1,"courtz2008carib[326]",,
"mak",79,"earth","nono",1,"maquiritaricaceres2011[446]",,
"ing",79,"earth","non",1,"cruz2005fonologia[349]",,
"pem",79,"earth","non",1,"mosonyi2000pemon[542]",,
"mac",79,"earth","non",1,"abbott2015dictionary",,
"pan",79,"earth","ano; ana",1,"mattei1994diccionario[403]","Addition of obj:a, loss of second obj:no?",
"tam",79,"earth","nono",1,"gilij1782saggio[146]",,
"yab",79,"earth","noono",1,"mendez1959yawarana[66]",,
"map",79,"earth","nono",1,"muller1975mapoyo[65]",,
"kui",79,"earth","ŋoŋo",1,"meira2005southern[182]",,
"yuk",79,"earth","nono",1,"meira2005southern[182]",,
"kax",79,"earth","rono",2,"pc[Spike Gildea]",,
"ara",79,"earth","roŋ",2,"alves2017arara[88]",,
"ikp",79,"earth","oroŋ",2,"ikpengpacheco2001[98]",,
"wai",79,"earth","roowo",3,"hawkins2015dictionary",,
"way",79,"earth","ro",3,"wayanatavares2005[249]",,
"hix",79,"earth","jukrʲeka",4,"hixkaryanaderby1985[178]",,
"wmr",79,"earth","kiʃi",5,"waimiribruno2003[162]",,
"aka",79,"earth","non",1,"stegeman2014akawaio[164]",,
"kax",80,"cloud","kahrutu",1,"pc[Spike Gildea]",,
"tri",80,"cloud","ikapurutu",1,"meira2005southern[182]",,
"kar",80,"cloud","kapuʔrutu",1,"courtz2008carib[291]",,
"mak",80,"cloud","kaʔrutu",1,"maquiritaricaceres2011[443]",,
"aka",80,"cloud","kapuruʔ",1,"stegeman2014akawaio[160]",,
"pem",80,"cloud","katuʔruk",1,"mosonyi2000pemon[542]","Metathesis.",
"mac",80,"cloud","katurupu",1,"macdonell1994macushi[223]","Metathesis. Also obj:kutupuru psrc:abbott2015dictionary.",
"yab",80,"cloud","kapurutu",1,"mendez1959yawarana[66]",,
"hix",80,"cloud","kahrutunu",1,"hixkaryanaderby1979[195]","'light cloud'. Also obj:awarɨnɨ 'dark cloud'. Added element obj:munu.",
"wai",80,"cloud","kaaɸusmunu",1,"howard2001wrought[481]","Added element obj:munu.",
"kui",80,"cloud","kamũntu",2,"meira2005southern[182]",,
"yuk",80,"cloud","kamuru",2,"meira2005southern[182]",,
"ara",80,"cloud","aptenu",4,"alves2010arara[33]",,
"ikp",80,"cloud","jumt͡ʃigru",5,"ikpengpacheco2001[108]",,
"bak",80,"cloud","eunu",6,"meira2005southern[182]",,
"car",80,"cloud","kahuako",7,"robayo2000avance[178]",,
"way",80,"cloud","ekrotɨ",8,"camargo2010wayana[19]",,
"apa",80,"cloud","akuru",9,"camargo2002lexico[123]",,
"pan",80,"cloud","kaʔ tamuʔɲemən",10,"mattei1994diccionario[182]","'white sky'.",
"tam",80,"cloud","wereite",3,"gilij1781saggio[27]",,
"map",80,"cloud","kasihpanu",11,"muller1975mapoyo[65]",,
"wmr",80,"cloud","akeɲi",12,"bruno1996dictionary[7]",,
"yab",80,"cloud","werei",3,"mendez1959yawarana[66]",,
"kax",81,"smoke","aret͡ʃkuji",1,"pc[Spike Gildea]",,
"tri",81,"smoke","ərentə",1,"meira2005southern[183]",,
"car",81,"smoke","ərət͡ʃitə",1,"robayo2000avance[179]",,
"way",81,"smoke","ərəhiwə",1,"wayanatavares2005[332]",,
"apa",81,"smoke","eresinto",1,"courtz2008carib[328]",,
"mak",81,"smoke","werent͡ʃə",1,"maquiritaricaceres2011[455]",,
"aka",81,"smoke","kərəsin",1,"stegeman2014akawaio[192]","also obj:ikapisin 'smoke from a fire'",
"pem",81,"smoke","kəresin",1,"mosonyi2000pemon[541]",,
"mac",81,"smoke","wɨreʔsin",1,"abbott2015dictionary",,
"yab",81,"smoke","tət͡ʃini",1,"mendez1959yawarana[68]",,
"map",81,"smoke","eʔinə",1,"muller1975mapoyo[65--66]","also 'fog'","j-eʔinə"
"yuk",81,"smoke","werasku",1,"meira2005southern[183]",,
"hix",81,"smoke","esɨnɨ",2,"howard2001wrought[485]",,
"wai",81,"smoke","sɨn",2,"howard2001wrought[485]",,
"ikp",81,"smoke","jumt͡ʃigru",3,"alves2013verbo[224]",,
"bak",81,"smoke","eunu",4,"meira2005southern[183]",,
"kar",81,"smoke","oʔkɨin",5,"courtz2008carib[328]",,
"pan",81,"smoke","wahtait͡ʃi",6,"mattei1994diccionario[344]",,
"kui",81,"smoke","ɣitit͡se",7,"meira2005southern[183]",,
"wmr",81,"smoke","akeɲi",8,"bruno1996dictionary[7]",,
"tri",82,"fire","mahto",1,"meira2005southern[183]",,
"aku",82,"fire","mato",1,"meira1998proto[171]",,
"car",82,"fire","mahoto",1,"robayo2000avance[178]",,
"kax",82,"fire","wehoto",2,"schuring2018kaxuyana[185]",,
"hix",82,"fire","weheto",2,"hixkaryanaderby1979[196]",,
"wai",82,"fire","wehto",2,"hawkins2015dictionary",,
"bak",82,"fire","peto",2,"meira2005southern[183]",,
"way",82,"fire","wapoto",2,"camargo2010wayana[138]",,
"apa",82,"fire","apoto",2,"camargo2002lexico[116]",,
"kar",82,"fire","waʔto",2,"courtz2008carib[424]",,
"mak",82,"fire","waaʔto",2,"hall2015dictionary",,
"ing",82,"fire","apoʔ",2,"cruz2005fonologia[80]",,
"pem",82,"fire","apok",2,"swiggers2010gramatica[228]",,
"mac",82,"fire","apoʔ",2,"macushiabbott1991[77]",,
"pan",82,"fire","wahto",2,"mattei1994diccionario[335]",,
"tam",82,"fire","wapto",2,"gilij1782saggio[159]",,
"yab",82,"fire","wahto",2,"mendez1959yawarana[69]",,
"map",82,"fire","waʔto",2,"muller1975mapoyo[66]",,
"kui",82,"fire","ito",2,"meira2005southern[183]",,
"yuk",82,"fire","weta",2,"meira2005southern[183]",,
"wmr",82,"fire","watɨ",2,"waimiribruno2003[33]",,
"ara",82,"fire","kampot",3,"alves2010arara[30]",,
"ikp",82,"fire","at͡ʃi",4,"ikpengpacheco2001[142]",,
"aka",82,"fire","apoʔ",2,"stegeman2014akawaio[167]",,
"kax",83,"ash","erunmatɨ",1,"pc[Spike Gildea]",,
"hix",83,"ash","werɨmno",1,"howard2001wrought[485]",,
"wai",83,"ash","wemronho",1,"hawkins2015dictionary","obj:wermonho in the Katuena dialect psrc:howard2001wrought[485].",
"bak",83,"ash","pelupə",1,"meira2005southern[183]",,
"tri",83,"ash","erein",1,"meira2005southern[183]",,
"aku",83,"ash","ərenə",1,"meira1998proto[164]",,
"car",83,"ash","werenə",1,"robayo2000avance[178]",,
"way",83,"ash","eruwə",1,"wayanatavares2005[244]",,"eruwətpə"
"apa",83,"ash","oruno",1,"koehn1995apalai[74]",,
"kar",83,"ash","weruʔno",1,"courtz2008carib[426]",,"weruʔnoʔpo"
"mak",83,"ash","weresɨkɨkɨ",1,"maquiritaricaceres2011[455]","De'kwana obj:wereennə psrc:hall2015dictionary.",
"aka",83,"ash","urumərə",1,"akawaiocaesar2003[389]",,"urumərəʔpə"
"pem",83,"ash","weruna",1,"mosonyi2000pemon[541]",,"werunaʔpə"
"mac",83,"ash","runuʔpɨ",1,"abbott2015dictionary",,
"kui",83,"ash","ilũmpe",1,"meira2005southern[183]",,
"yuk",83,"ash","weerusa",1,"meira2005southern[183]",,
"pan",83,"ash","tuuʔkənə",2,"mattei1994diccionario[304]",,
"yab",83,"ash","wastupərəmutunuspə",3,"mendez1959yawarana[65]","Obviously morphologically complex.",
"wmr",83,"ash","ikrɨ",4,"waimiribruno2003[166]",,
"ara",83,"ash","jatkɨru",6,"alves2010arara[19]","Contains obj:jatɨ 'to burn'.",
"ikp",83,"ash","t-ompi-le-m",7,"ikpengpacheco2001[275]","Nominalized participle, unknown root.",
"map",83,"ash","kərəɲa",8,"medina1997mapoyo[19]",,
"kax",84,"burn","jatɨ",1,"schuring2018kaxuyana[55]",,
"ara",84,"burn","jadu",1,"alves2017arara[144]",,
"ikp",84,"burn","aru",1,"ikpengpacheco2001[266]",,
"bak",84,"burn","adu",1,"meira2005southern[183]",,
"tri",84,"burn","jatu",1,"meira2005southern[183]",,
"car",84,"burn","jatu",1,"robayo2000avance[178]",,"ni-jatu"
"apa",84,"burn","zaʔ",1,"camargo2002lexico[100]",,
"mak",84,"burn","jatu",1,"maquiritaricaceres2011[456]",,
"pem",84,"burn","atɨ",1,"alvarez2000construcciones[117]",,
"pan",84,"burn","atɨ",1,"mattei1994diccionario[33]",,
"kui",84,"burn","atu",1,"meira2005southern[183]",,
"hix",84,"burn","at-ake",2,"hixkaryanaderby1985[184]",,
"wai",84,"burn","et͡ʃ-akɨ",2,"hawkins2015dictionary",,
"way",84,"burn","rom",3,"wayanatavares2005[16]",,
"kar",84,"burn","korotɨ",4,"courtz2008carib[300]",,
"aka",84,"burn","ujeʔpu",5,"stegeman2014akawaio[157]",,
"ing",84,"burn","eʔ-poʔtə",6,"cruz2005fonologia[288]",,
"mac",84,"burn","aramɨ",7,"abbott2015dictionary",,
"yab",84,"burn","watiri",8,"mendez1959yawarana[72]",,
"map",84,"burn","t-uwa",9,"medina1997mapoyo[30]",,
"yuk",84,"burn","ureka",10,"meira2005southern[183]",,
"wmr",84,"burn","kɨrɨ",11,"hill1994waimiri[26]",,
"kax",85,"path","esma",1,"pc[Spike Gildea]",,
"hix",85,"path","asama",1,"hixkaryanaderby1979[197]",,
"wai",85,"path","esama",1,"hawkins2015dictionary",,
"ara",85,"path","enma",1,"desouza2010arara[96]",,
"ikp",85,"path","anma",1,"ikpengpacheco2001[24]",,
"bak",85,"path","ə̃wã",1,"meira2005southern[183]",,
"tri",85,"path","əema",1,"meira2005southern[183]",,
"aku",85,"path","əʔema",1,"meira1998proto[180]",,
"car",85,"path","esema",1,"robayo2000avance[179]",,
"way",85,"path","əhema",1,"camargo2010wayana[16]",,
"apa",85,"path","osema",1,"camargo2002lexico[71]",,
"kar",85,"path","ema",1,"courtz2008carib[254]",,
"mak",85,"path","əəma",1,"hall2015dictionary",,
"ing",85,"path","eʔma",1,"cruz2005fonologia[98]",,
"pem",85,"path","eʔma",1,"mosonyi2000pemon[541]",,
"mac",85,"path","eʔma",1,"macushiabbott1991[70]",,
"pan",85,"path","t͡ʃɨma",1,"mattei1994diccionario[300]",,
"tam",85,"path","at͡ʃema",1,"gilij1782saggio[311]",,
"yab",85,"path","at͡ʃima",1,"mendez1959yawarana[68]",,
"map",85,"path","eema",1,"muller1975mapoyo[66]",,
"kui",85,"path","ama",1,"meira2005southern[183]",,
"yuk",85,"path","osema",1,"meira2005southern[183]",,
"wmr",85,"path","wuma",1,"bruno1996dictionary[25]",,
"aka",85,"path","eʔma",1,"stegeman2014akawaio[183]",,
"hix",86,"mountain","ɨhɨ",1,"hixkaryanaderby1979[197]",,
"wai",86,"mountain","ɨɨɸɨ",1,"hawkins2015dictionary",,
"bak",86,"mountain","iwɨ",1,"meira2005southern[183]",,
"tri",86,"mountain","pɨɨ",1,"meira2005southern[183]",,
"car",86,"mountain","hɨbɨ",1,"robayo2000avance[179]",,
"way",86,"mountain","ɨpɨ",1,"camargo2010wayana[43]",,
"apa",86,"mountain","ɨpɨ",1,"camargo2002lexico[99]",,
"kar",86,"mountain","wɨpɨ",1,"courtz2008carib[431]",,
"mak",86,"mountain","hɨɨ",1,"hall2015dictionary",,
"ing",86,"mountain","wɨʔ",1,"cruz2005fonologia[403]",,
"pem",86,"mountain","wɨk",1,"mosonyi2000pemon[542]",,
"mac",86,"mountain","wɨʔ",1,"macushiabbott1991[98]",,
"pan",86,"mountain","iʔ",1,"mattei1994diccionario[363]",,
"wmr",86,"mountain","wɨpɨ",1,"bruno1996dictionary[26]",,
"aka",86,"mountain","wɨʔ",1,"stegeman2014akawaio[179]",,
"yab",86,"mountain","juttu",2,"mendez1959yawarana[66]",,
"map",86,"mountain","jutu",2,"muller1975mapoyo[66]",,
"ikp",86,"mountain","elan",3,"meira2005southern[183]",,
"kui",86,"mountain","tehu õ(n)-tɨhɨɣɨ",4,"meira2005southern[183]",,
"yuk",86,"mountain","owamptarɨ",5,"meira2005southern[183]",,
"ara",86,"mountain","idɨbrɨ",6,"alves2017wordlist",,
"kax",86,"mountain","uʔkutuʔ",7,"pc[Spike Gildea]",,
"tam",86,"mountain","tupuiri",8,"gilij1780saggio[249]",,
"kax",87,"red","t-akpi-re",1,"schuring2018kaxuyana[107]",,
"way",87,"red","t-akpi-re-mɨ",1,"wayanatavares2005[358]",,
"apa",87,"red","t-aʔpi-re",1,"camargo2002lexico[132]",,
"kar",87,"red","t-api-re",1,"courtz2008carib[382]",,
"tam",87,"red","t-oʔpi-re",1,"gilij1782saggio[378]",,
"yab",87,"red","t-api-rə-mu",1,"mendez1959yawarana[68]",,
"map",87,"red","t-apii-re",1,"muller1975mapoyo[73]",,
"tri",87,"red","t-aamii-re",2,"meira2005southern[183]",,
"car",87,"red","t-ami-re-mɨ",2,"robayo2000avance[179]",,
"mak",87,"red","seweit͡ʃe",3,"maquiritaricaceres2011[450]",,
"aka",87,"red","suweju",3,"edwards1980short[17]",,
"pem",87,"red","suuju",3,"mosonyi2000pemon[542]",,
"mac",87,"red","suuju",3,"abbott2015dictionary",,
"hix",87,"red","t-ut͡ʃu-rʲe",4,"howard2001wrought[495]",,
"wai",87,"red","t͡ʃ-ɨt͡ʃu-re",4,"howard2001wrought[495]",,
"ara",87,"red","t-ɨt͡ʃimi-le",5,"alves2017wordlist",,
"ikp",87,"red","ratpano",6,"ikpengpacheco2001[106]",,
"bak",87,"red","t-apabi-lẽ-ĩ",7,"meira2005southern[183]",,
"pan",87,"red","t-uʔkin-ke",8,"mattei1994diccionario[391]",,
"kui",87,"red","kahisi",9,"meira2005southern[183]",,
"yuk",87,"red","kuʃumt͡ʃe",10,"meira2005southern[183]",,
"wmr",87,"red","ʃiwia",11,"waimiribruno2003[107]","Also 'good, yellow'.",
"hix",88,"green","tɨ-swa-je",1,"howard2001wrought[495]",,
"wai",88,"green","tɨ-ʃwa-je",1,"howard2001wrought[495]",,
"ing",88,"green","roʔra",2,"cruz2005fonologia[52]",,
"pem",88,"green","rora",2,"mosonyi2000pemon[542]",,
